Human gene name	Gene name
DHX15	Dhx15
	Gm8022
	Vmn1r54
	Gm37612
HSD3B1	Gm4450
HSD3B2	Gm4450
RBM15B	Rbm15b
	Gm6121
OR6S1	Olfr750
	AC101945.4
	AC101945.3
	Gm43511
	Gm28203
	Gm43891
MRPS18C	Mrps18c
	4632404H12Rik
	AC152394.1
	Gm14869
NTF3	Ntf3
	Gm5829
TGFBI	Tgfbi
RTKN	Rtkn
	Gm37458
	Gm12400
C3orf22	BC048671
	Gm9687
MANF	Manf
	Ptgs2os2
	Gm5256
	Gm37825
	Gm37217
	Gm5853
	4930461C15Rik
	Gm43190
	Gm19211
ILKAP	Ilkap
	Rbm3-ps
	Gm19210
	Gm4322
HSD3B1	Gm10681
HSD3B2	Gm10681
	Gm8883
	Vmn2r65
	Gm45064
	AU015336
	Gm2546
	Gm18728
	Gm37146
	Gm4524
	Olfr1324
ME3	Me3
MFF	Mff
	Gm37764
	2310030A07Rik
UBE2Q1	Ube2q1
CLCC1	Clcc1
PDC	Pdc
ATG5	Atg5
STX18	Stx18
ZNF697	Zfp697
EXOC2	Exoc2
CUTC	Cutc
	9330182O14Rik
	1700054O19Rik
ZCCHC24	Zcchc24
	Fgf2os
SREBF1	Srebf1
TSC22D2	Tsc22d2
	Vmn2r66
	Gm43488
HSD3B1	Hsd3b2
HSD3B2	Hsd3b2
	Cetn4
AC005520.1	Ptgr2
PTGR2	Ptgr2
	AC152394.2
	Gm34408
	AA543401
	4930524O07Rik
	Gm48660
MARCH7	March7
OPA3	Opa3
	Gm28874
CHST13	Chst13
	Gm17205
	Gm9678
	Gm17117
	Gm28872
	Gm12399
DOCK3	Dock3
	Gm43617
	Gm14733
CGRRF1	Cgrrf1
	Vmn2r-ps64
	AC102000.1
TAF12	Taf12
	Gm16294
CCDC6	Ccdc6
OR7E24	Olfr872
NOL7	Nol7
	Igkv12-49
	Gm37648
SOAT1	Soat1
CSF1R	Csf1r
LRRC28	Lrrc28
	4930448C13Rik
GSR	Gsr
	Vmn2r-ps65
	Gm2939
	Vmn2r-ps66
	Gm19084
	AC102569.1
SNRNP27	Snrnp27
OR7D4	Olfr39
	Gm12512
RAD23B	Rad23b
	Defb7
HYPM	Hypm
	Gm4879
	Gm15358
	Gm38947
	Gm3563
	Vmn2r33
	Gm45525
	Gm12564
	Gm16425
	Selenot-ps
NUDT6	Nudt6
	AC131586.4
	Gm35998
	Gm15744
	A230065N10Rik
RASSF10	Rassf10
	Gm45793
CLK2	Clk2
	Vmn1r89
	Gm5599
	Gm6842
	Gm33586
	Vmn2r32
RANBP9	Ranbp9
	Gm18889
RGS22	Rgs22
	Gm14539
SLC17A2	Slc17a2
	Vmn2r31
NDUFB11	Ndufb11
	Gm3234
	Gm37798
	Vmn2r-ps36
OR7E24	Olfr873
EIF3K	Eif3k
MCAM	Mcam
	Kcnd3os
GPSM2	Gpsm2
NELFA	Nelfa
	H2al3
	Gm48539
RBM10	Rbm10
	Gm2860
	Gm43847
	Vmn2r-ps67
	Gm18358
KCND3	Kcnd3
SYTL5	Sytl5
	Gm43619
	2310065F04Rik
	Gm46203
	Vmn2r67
	AC124715.2
	Gm48403
	AC155167.3
	Gm9682
	AC155167.2
	Gm26579
	Gm10152
	Gm44929
WDR54	Wdr54
	Gm34964
	Gm9711
	Gm47468
	Gm43513
	Gm43514
SLCO2A1	Slco2a1
RUSC2	Rusc2
ABRAXAS1	Abraxas1
	Gm42858
NSG1	Nsg1
HEPACAM	Hepacam
	Gm47597
LARP6	Larp6
ARHGEF9	Arhgef9
	Gm27244
BBS12	Bbs12
	Gm18259
	Gm36939
SPATA3	Spata3
NSD2	Nsd2
LSAMP	Lsamp
DNAH7	Dnah7a
ODR4	BC003331
	Gm43484
	Gm42923
	Gm43439
FGF2	Fgf2
	AC150560.3
	Gm15504
GDPGP1	Gdpgp1
AC091167.7	Gdpgp1
	Gm37983
	BC065403
	Gm28941
	Gm7599
COL4A3	Col4a3
	Gm44788
	Gm27230
	Gm37318
	Gm9006
CPA3	Cpa3
	Gm31572
	E430024I08Rik
ANG	Ang
	Gm47435
	Sval2
NTS	Nts
	Gm17828
	Gm37303
	Gm37150
	Gm37581
AC090517.4	Zfp280d
ZNF280D	Zfp280d
	Gm47484
	Gm27185
	AC099645.1
RNASE4	Rnase4
	Gm9423
	Gm20752
SPECC1L-ADORA2A	Specc1l
SPECC1L	Specc1l
	Speer4cos
	Speer4c
	4930465M20Rik
	Gm43655
	Gm21890
	Gm12540
	1700086P04Rik
UROC1	Uroc1
SPATA5	Spata5
	Gm14620
	Gm10687
	Gm35028
IZUMO4	Izumo4
	Gm2539
	Gm36388
GOLPH3	Golph3
	E330011M16Rik
	Vmn1r79
COQ10B	Coq10b
ESRRG	Esrrg
SWT1	Swt1
	Gm48541
	Gm17915
	Gm45815
	Olfr18
	E030030I06Rik
EFEMP2	Efemp2
STRN3	Strn3
	Gm21340
	Gm28204
	Zfp952
FGF3	Fgf3
	Gm7678
	Gm19791
	Gm19201
	Vmn1r80
	Gm4804
NASP	Nasp
	Gm43178
	Gm28750
	Traj32
	Vmn1r-ps64
	Gm37508
C16orf58	BC017158
SMIM23	Smim23
MACO1	Tmem57
	Gm11899
	Gm13573
ATP6V1B2	Atp6v1b2
CD302	Cd302
	4930412M03Rik
	Zfp825
FKBP3	Fkbp3
KLHL32	Klhl32
	Gm29478
METAP1	Metap1
	Gm20535
	Gm5977
IRF7	Irf7
CPSF3	Cpsf3
	C430014B12Rik
CLDN9	Cldn9
	Traj31
SIGLEC7	Siglece
SIGLEC9	Siglece
SIGLEC12	Siglece
SIGLEC8	Siglece
	Traj30
	Gm17971
	Gm14684
	Gm44640
	Traj29
	Gm12935
	Traj28
	Gm12934
AGO4	Ago4
RXFP1	Rxfp1
FGF4	Fgf4
	9330162B11Rik
	Gm32983
	Gm45100
	Gm12110
DRG1	Drg1
	Traj27
IGKV6D-41	Igkv5-48
IGKV6D-21	Igkv5-48
IGKV6-21	Igkv5-48
FBRS	Fbrs
	Gm37929
	Vmn2r120
	Gm38315
	Gm10415
	Gm18292
	Gm12111
IMPG1	Impg1
	Gm29009
	Gm44431
	Gm12112
	Traj26
CCDC27	Ccdc27
	Traj25
	Rpsa-ps4
	Traj24
	Gm12114
MYH2	Myh2
	Gm21443
NOP16	Nop16
	AC160550.1
CNTNAP5	Cntnap5c
HUS1B	Hus1b
	Gm2541
CYYR1	Cyyr1
	Gm6483
	Gm43206
	Gm33320
KCNA5	Kcna5
	Gm12361
	Gm11255
	Gm7760
	Gm45869
KCNA1	Kcna1
	Gm3143
TMEM47	Tmem47
	Gm14868
CDC123	Cdc123
	Gm15208
	Gm37346
RUNX1	Runx1
	Gm12362
	Gm2076
	Gm44448
ZNF251	Zfp251
	Gm44198
	4933406J09Rik
PTP4A1	Ptp4a1
AP4S1	Ap4s1
SLC18A1	Slc18a1
PROKR1	Prokr1
RNF19B	Rnf19b
BCL2L14	Bcl2l14
SNX22	Snx22
	Gm46234
	Gm26984
APOC3	Apoc3
	Gm13117
	Gm13114
PIM1	Pim1
EDDM3B	Eddm3b
EDDM3A	Eddm3b
RDX	Rdx
SCAPER	Scaper
SLC5A2	Slc5a2
EGLN2	Egln2
	1700036A12Rik
RNASE6	Rnase6
EIF4ENIF1	Eif4enif1
	Gm47899
	Gm2614
HECTD1	Hectd1
PPIB	Ppib
RAB6B	Rab6b
ERG	Erg
FLNB	Flnb
TFEB	Tfeb
	Gm42452
	Gm42454
	D030040B21Rik
	Gm33222
	Gm42453
	4930519H02Rik
	4930535G08Rik
	Traj23
ZNF560	Zfp560
BCL11B	Rit1
MED7	Med7
FGF18	Fgf18
PRPF39	Prpf39
	Gm37166
PHRF1	Phrf1
AGPAT1	Agpat1
	Cyp2t4
LAMB1	Lamb1
FBXO43	Fbxo43
ZFPM2	Zfpm2
	Gm11259
	Gm11256
DOCK9	Dock9
	4930467E23Rik
	Gm15716
	Gm21989
	Gm48322
	Gm10811
UNC80	Unc80
	Gm48323
	Vmn2r-ps105
	Gm47128
	Gm26806
	Gm7654
KLHDC1	Klhdc1
	Traj22
	Vmn1r-ps69
ITGB1BP1	Itgb1bp1
UQCC2	Uqcc2
TMEM70	Tmem70
	Gm35454
	Igkv12-47
TTC36	Ttc36
IFNK	Ifnk
	Traj21
NUDT7	Nudt7
	9430073C21Rik
	Gm47129
	Traj20
FAM166B	Fam166b
MOB3B	Mob3b
	AC158556.1
	9230114K14Rik
	AC158556.3
	AC158556.2
	Gm13199
	Sval1
TTLL13P	Ttll13
UTP15	Utp15
	Gm48702
TMEM25	Tmem25
SEC61A2	Sec61a2
	AC124709.1
	AC139758.2
	Sval3
VWA8	Vwa8
	C130083M11Rik
XKR8	Xkr8
	Gm6614
	Gm43180
	Gm12364
TRIB2	Trib2
	Gm47130
	Gm38136
	Gm37991
GRHL1	Grhl1
	Gm8097
SH2B1	Sh2b1
	Gm26626
	Gm37808
	Gm4784
	Sva
DAB1	Dab1
	Gm7648
	Gm5754
TNFRSF17	Tnfrsf17
RAP1B	Rap1b
	Eprn
COX7B2	Cox7b2
HIGD2B	Higd2a
HIGD2A	Higd2a
	Gm33571
AC004233.2	1520401A03Rik
TPR	Tpr
	Gm37557
	Mannr
PRPS1L1	Prps1
ZNF354B	Zfp354b
	Gm33206
ASAP2	Asap2
	Gm7651
	Gm15828
	1700010K23Rik
	4933411O13Rik
	Gm15561
	Gm12168
	Gm12516
CADM2	Cadm2
ZNF185	Zfp185
	Gm40309
GABRA4	Gabra4
UBE2K	Ube2k
RASSF5	Rassf5
ISOC2	Isoc2b
ETS1	Ets1
	Gm20460
SRPX	Srpx
RASSF9	Rassf9
	Gm17999
TBC1D9	Tbc1d9
	Gm10290
SHH	Shh
	Gm47467
	Gm37987
	Gm5626
	Gm31409
	Gm47469
	Gm28052
	Gm28205
CMTR1	Cmtr1
	Gm28206
	9530036O11Rik
PLSCR5	Plscr5
	Toporsl
NUDT5	Nudt5
	Gm46476
	Gm47256
	Gm41192
	Gm47090
NLRP5	Nlrp5
STC1	Stc1
NFIC	Nfic
FAM92A	Fam92a
	Gm34312
	Gm43161
ZBBX	Zbbx
	Gm2606
	F830212C03Rik
STEAP2	Steap2
PLXDC2	Plxdc2
PDZD2	Pdzd2
	Skint8
RIBC2	Ribc2
PRL	Prl2c5
	Gm15617
	Gm38562
	Gm15616
GABRB1	Gabrb1
	Gm26640
	Gm34701
	Gm32181
GRSF1	Grsf1
	Tmsb10
	Gm17796
EIF2D	Eif2d
DDX20	Ddx20
NME3	Nme3
LIG1	Lig1
	Gm8075
	Gm48823
	Gm15426
	Gm47470
	Gm47142
	Gm47143
	Gm45822
UBE2NL	Ube2n
SNAPC1	Snapc1
	Gm45820
	4930562D21Rik
HMGXB4	Hmgxb4
	Gm46430
COL12A1	Col12a1
	Gm5175
	AC022775.1
TIMM17A	Timm17a
MRPS34	Mrps34
AARD	Aard
	Gm10257
	Gm41041
	Gm29502
	Gm37830
	AC022775.2
	Gm12719
RPGR	Rpgr
	AC127562.1
	Gm12717
	Gm4991
	Zfp763
	Gm47904
	Gm12513
	Gm47905
RNF8	Gm28043
	Gm12505
	Gm12510
	Gm17690
	Gm12507
	4933414I15Rik
KLF4	Klf4
SF3B4	Sf3b4
CLTB	Cltb
	Gm44181
	Gm8596
	Gm37294
	Gm42726
	Gm18402
	Tbc1d22bos
GBP2	Gbp2b
	Gm6114
PROP1	Prop1
HAVCR2	Havcr2
	Gm7812
	Snrpe
	Hmgb1-ps9
	5930438M14Rik
TBC1D22B	Tbc1d22b
	Gm15283
MTMR11	Mtmr11
KIAA0040	4930523C07Rik
MYO16	Myo16
	Olfr1379-ps1
SNAPC1	AC124712.1
	Olfr1378
	S100a11-ps
HIF1A	Hif1a
AKR1C1	Akr1c18
AKR1C4	Akr1c18
AKR1C2	Akr1c18
AKR1C3	Akr1c18
	Gm12661
	Olfr1377
	Gm27240
	Gm43724
PEPD	Pepd
PLSCR2	Plscr1
PLSCR1	Plscr1
	4930562F07Rik
TM7SF3	Tm7sf3
	AC124709.2
	AC124709.3
CCDC167	Ccdc167
	AC155167.1
GRIA3	Gria3
P4HA1	P4ha1
	AC139758.3
	Gm43802
GBP4	Gbp3
GBP7	Gbp3
CCDC81	Ccdc81
FGF19	Fgf15
NUP98	Nup98
SLC30A8	Slc30a8
	Rps2-ps5
	AL583891.1
NKX2-6	Nkx2-6
	Gm26793
	Gm39119
	Gm42987
GPAT3	Gpat3
AC106886.5	Gm42715
SRCAP	Gm42715
	1700092C10Rik
	Gm20560
TOM1	Tom1
NKX3-1	Nkx3-1
DNAH6	Dnah6
TAS2R39	Tas2r139
	Zfp563
	2900060B14Rik
TAS2R40	Tas2r144
	Gm37762
TRAPPC11	Trappc11
	Gm6654
MED21	Med21
MOB1B	Mob1b
SNX1	Snx1
	4930543E12Rik
	Gm29569
	Gm40621
RNF8	Rnf8
	Gm48646
	Ighv5-4
DESI2	Desi2
ANLN	Anln
	Gm43725
	Gm7134
	Gm36546
GPR143	Gpr143
	Gm17028
	Gm9225
ALX1	Alx1
AC106886.5	Srcap
SRCAP	Srcap
	Gm37181
	Gm27255
	Gm11241
	Gm19353
	4932411K12Rik
LDHA	Ldha
KCNN1	Kcnn1
	Gm44296
MEST	Mest
	Gm37893
	Gm36527
RIPK3	Ripk3
RNF2	Rnf2
	Gm36994
	Gm2534
NOD1	Nod1
RHD	Rhd
RHCE	Rhd
	4930584E12Rik
	Gm34263
	Gm42451
	Gm3510
AMOTL1	Amotl1
	Gm15682
AC005041.1	1700003E16Rik
C2orf81	1700003E16Rik
	Gm20236
	Gm27222
	Gm31748
ERVFRD-1	Synb
	Gm44014
PEX26	Pex26
ANXA11	Anxa11
GBP4	Gbp7
GBP7	Gbp7
OGT	Ogt
	Gm28662
	Gm27223
GSTK1	Gstk1
SLC25A37	Slc25a37
	Pdzph1
NGRN	Ngrn
	4930458D05Rik
	Gm47533
	Gm41043
SHANK3	Shank3
TRMT1L	Trmt1l
AC068831.7	Vps33b
VPS33B	Vps33b
	AC124490.1
ISOC2	Isoc2a
	Gm38049
MAGI1	Magi1
GOLGA1	Golga1
C9orf24	1110017D15Rik
	Gm4895
	Gm45364
GATAD2B	Gatad2b
	Gm28780
	Gm9869
	Skint7
	H60b
UACA	Uaca
LDAH	Ldah
GBP5	Gbp5
PNMA5	Pnma5
	Traj19
	Gm47131
	Gm47133
	Anxa11os
	A230052G05Rik
	Gm5421
	Raet1e
	Traj18
	Olfr1367
NUDT4	Nudt4
NUDT4B	Nudt4
	Znrd1as
	Traj17
COL6A5	Col6a5
	Gm14754
	4930595M18Rik
	Gm47134
	9530059O14Rik
PRG4	Prg4
KCNJ13	Kcnj13
	Hspd1
	Gm18880
	Gm48588
	Gm48589
	Gm2423
	Gm5374
	Gm48590
	Traj16
	Gm11578
ZSCAN12	Zscan12
	Gm7040
	Gm18562
	Traj15
	Gm38388
	Gm11577
	Gm7857
LPCAT1	Lpcat1
	Eif4a-ps4
	Npm1
	Gm20867
	Ighv6-1
ARNTL	Arntl
SBNO2	Sbno2
	1700113A16Rik
	Gm21658
	Gm21755
KCNA6	Kcna6
RTCA	Rtca
	Gm8822
SETD3	Setd3
MEF2D	Mef2d
	Gm26528
	Gm47528
	Raet1d
	Gm10680
	Gm26673
	Olfr1376-ps1
	AC163664.1
	Olfr51
APOA4	Apoa4
RNASE1	Rnase1
	Olfr54
	Gm12735
	Gm21542
	1700021P04Rik
	Gm11400
FAM161A	Fam161a
	Rpl10-ps4
	Gm14740
	Gm14739
SH2D1B	Sh2d1b1
	1700058P15Rik
	Gm11271
APLF	Aplf
VASP	Vasp
MON2	Mon2
	Gm14741
	Gm15609
DCAF5	Dcaf5
POMT1	Pomt1
	Gm18903
SLC4A7	Slc4a7
MS4A10	Ms4a10
HABP4	Habp4
	Gm13571
	Gm6345
SH2D1B	Sh2d1b2
	Hmgb1-ps8
LY75	Ly75
LY75-CD302	Ly75
	Gm1972
	C920009B18Rik
	Gm30025
	Olfr658
HSPE1	Hspe1
	CT030161.1
CCDC124	Ccdc124
	Gm45477
	Gm45354
	Usp17le-ps
	4930537H20Rik
OR52N4	Olfr659
	Gm14813
	Gm38064
KIAA0319	D130043K22Rik
CCL28	Ccl28
RNASE3	Rnase2b
RNASE2	Rnase2b
MRLN	Mrln
SPATA31D4	Spata31d1b
SPATA31D1	Spata31d1b
SPATA31D3	Spata31d1b
FXN	Fxn
	AC163664.2
ANG	Ang2
	Gm26581
	Olfr660-ps1
RNASE3	Ear14
RNASE2	Ear14
	Olfr661
	Gm26740
	Gm12511
	Gm29568
	Gm11931
	Vmn1r-ps65
MOSMO	BC030336
	Gm12506
	Gm45367
	Gm48300
	Gm4224
	1700074H08Rik
APOA5	Apoa5
	Ighv2-3
	Gm6858
GABRR2	Gabrr2
	Gm6593
FAM214A	Fam214a
RAB4B	Rab4b
RAB4B-EGLN2	Rab4b
SPATA46	Spata46
LMOD1	Lmod1
NOS1AP	Nos1ap
	Gm38334
CYP2J2	Cyp2j5
FBXO4	Fbxo4
	5430433H01Rik
	Gm5099
AC092042.3	AC157554.2
ZNF517	AC157554.2
KRBOX1	AC157554.2
LSM1	Lsm1
	Gm16104
ZNF7	Zfp7
	Gm47544
	Gm28207
SLC5A5	Slc5a5
HPCA	Hpca
	Vmn1r81
	Gm37335
	Gm15102
HS6ST1	Hs6st1
	Gm6018
	Matr3-ps2
	Gm33037
	Gm7133
	Gm15103
	Vmn1r82
	Gm28208
CPB1	Cpb1
	Vmn1r83
	Gm38247
	Gm7365
TM2D3	Tm2d3
MFSD4B	Mfsd4b4
	Gm5381
SPINK5	Spink5
	Vmn1r84
	Gm7932
	Vmn2r-ps68
	Gm44764
RAB42	Rab42
	H2al1n
COMMD5	Commd5
CES2	Ces2c
	Gm14867
	Gm14505
	Vmn1r-ps66
	Gm9435
	Vmn2r68
	Vmn1r-ps67
	Gm16216
ZKSCAN4	Zkscan3
ZKSCAN3	Zkscan3
	Ppp1r2-ps9
STARD8	Stard8
TMEM265	Tmem265
MGST2	Mgst2
GABRR1	Gabrr1
	Gm43773
MIA-RAB4B	Gm21983
MIA	Gm21983
	Gm43768
RNASE3	Rnase2a
RNASE2	Rnase2a
	Gm43774
	AC161763.1
SNX27	Snx27
	1700030O20Rik
C19orf85	Gm36210
MIA-RAB4B	Mia
MIA	Mia
	Gm28198
	Gm5320
	Gm12059
	1700008J07Rik
	Gm44983
CCND1	Ccnd1
	Gm17197
	Gm7289
	AC147545.1
SYTL4	Sytl4
	D630002J18Rik
ACVR2B	Acvr2b
HABP2	Habp2
RBFOX1	Rbfox1
GIPC2	Gipc2
	Gm44097
	B230119M05Rik
COPG2	Copg2
MTM1	Mtm1
CHGA	Chga
	Gm12519
	Vmn1r-ps68
TSC22D3	Tsc22d3
LTBP1	Ltbp1
ZNF551	Zfp551
	Gm47075
	Gm47088
PNMA3	Pnma3
HOMER1	Homer1
TMEM144	Tmem144
ORAOV1	Oraov1
	Gm7135
	Gm14519
	Gm14518
	Gm14517
	Drr1
	Gm45521
	Gm37171
	Gm33336
	Gm8402
	Gm47667
USP13	Usp13
TMEM54	Tmem54
ARMCX4	Armcx4
TARSL2	Tarsl2
	Gm37261
OTOG	Otog
	AC122821.1
KREMEN2	Kremen2
	Gm43179
	Traj14
SOD3	Sod3
	Gm34727
	Gm16151
AFF3	Aff3
	Gm28587
	Ybx1-ps2
	Rhoay-ps3
	Gm43135
ADORA2A	Adora2a
	Gm15487
	Gm43134
CPT2	Cpt2
	9530082P21Rik
LRP6	Lrp6
FLYWCH1	Flywch1
C1orf226	Gm7694
ZC3H12C	Zc3h12c
	Gm20895
	Gm28853
SDR16C5	Sdr16c5
	Gm13580
	Gm31881
CRY1	Cry1
	Gm36793
EXD2	Exd2
	Olfr662-ps1
	Gm47320
	Gm16198
	Cycs-ps2
	Gm37727
	Olfr663
HRC	Hrc
TCF20	Zfp957
MYOZ1	Myoz1
NDUFA9	Ndufa9
AC005833.2	Ndufa9
HMGCS1	Hmgcs1
	Gm43103
	Igkv12-46
	Gm45181
	Gm20484
	AC139758.1
CCNB3	Ccnb3
NKX6-1	Nkx6-1
GUCD1	Gucd1
	Gm48159
	Gm20276
RSPO3	Rspo3
	A430010J10Rik
	Gm16311
	Gm29680
DAB2	Dab2
	Gm20414
ANAPC15	Anapc15-ps
	4930579P08Rik
UCK1	Uck1
	Gm47669
	9430085M18Rik
	Gm28852
DARS	Dars
	Gm2123
	Gm37054
	Gm47925
	Gm28855
	Gm42133
	Gm12520
DNASE1L3	Dnase1l3
	2310081O03Rik
	Gm20415
FAM212B	Fam212b
FAM212B	Fam212b
	Vmn2r-ps69
	Gm29567
	Gm37708
	Ighv5-5
	Gm12518
	Gm47520
	Gm7492
	Gm21198
ACTL7B	Actl7b
SLC16A9	Slc16a9
	Snhg12
	Gm16150
	Myhas
	Gm46197
	1700014D04Rik
	Gm33280
PTOV1	Ptov1
	Gm7375
	Xlr4a
	Gm16152
	4930528D03Rik
	Gm29623
	Gm10230
	Gm29622
	Skint1
	Gm29265
MYH1	Myh1
	Gm46419
PRDM1	Prdm1
SPATA31D4	Spata31d1d
SPATA31D1	Spata31d1d
SPATA31D3	Spata31d1d
	Gm29141
	4930547M16Rik
	Gm20908
SHISA4	Shisa4
	Traj13
	Gm28818
BDH2	Bdh2
	Gm47135
	Rpl7a-ps12
	BC025920
	Gm6472
	4933417E11Rik
ARMT1	Armt1
PIP5K1B	Pip5k1b
	Ighv5-6
	Gm5528
	4930556G22Rik
	Gm48342
NUDT12	Nudt12
	Gm7097
OR52N1	Olfr664
	Gm29566
	Gm15574
USP17L15	Usp17le
USP17L8	Usp17le
USP17L7	Usp17le
USP17L13	Usp17le
USP17L1	Usp17le
USP17L17	Usp17le
USP17L10	Usp17le
USP17L2	Usp17le
USP17L4	Usp17le
USP17L12	Usp17le
USP17L19	Usp17le
USP17L21	Usp17le
USP17L22	Usp17le
USP17L11	Usp17le
USP17L18	Usp17le
USP17L20	Usp17le
USP17L23	Usp17le
USP17L24	Usp17le
USP17L25	Usp17le
USP17L26	Usp17le
USP17L5	Usp17le
USP17L27	Usp17le
USP17L28	Usp17le
USP17L29	Usp17le
USP17L30	Usp17le
USP17L3	Usp17le
	Gm29565
	Gm14520
	1700018A23Rik
	1700061J23Rik
KEAP1	Keap1
	Gm42402
	Gm28539
	Gm4887
DCBLD2	Dcbld2
NPHS1	Nphs1
	Gm7336
	Gm9517
USP17L15	Usp17lb
USP17L8	Usp17lb
USP17L7	Usp17lb
USP17L13	Usp17lb
USP17L1	Usp17lb
USP17L17	Usp17lb
USP17L10	Usp17lb
USP17L2	Usp17lb
USP17L4	Usp17lb
USP17L12	Usp17lb
USP17L19	Usp17lb
USP17L21	Usp17lb
USP17L22	Usp17lb
USP17L11	Usp17lb
USP17L18	Usp17lb
USP17L20	Usp17lb
USP17L23	Usp17lb
USP17L24	Usp17lb
USP17L25	Usp17lb
USP17L26	Usp17lb
USP17L5	Usp17lb
USP17L27	Usp17lb
USP17L28	Usp17lb
USP17L29	Usp17lb
USP17L30	Usp17lb
USP17L3	Usp17lb
	Gm29296
PLSCR2	Plscr2
PLSCR1	Plscr2
	Ighv5-7
	Gm21718
	Gm45001
	AC125117.1
	AC125117.2
	Gm48248
	Gm29564
CGNL1	Cgnl1
FBLN1	Fbln1
USP17L15	Usp17la
USP17L8	Usp17la
USP17L7	Usp17la
USP17L13	Usp17la
USP17L1	Usp17la
USP17L17	Usp17la
USP17L10	Usp17la
USP17L2	Usp17la
USP17L4	Usp17la
USP17L12	Usp17la
USP17L19	Usp17la
USP17L21	Usp17la
USP17L22	Usp17la
USP17L11	Usp17la
USP17L18	Usp17la
USP17L20	Usp17la
USP17L23	Usp17la
USP17L24	Usp17la
USP17L25	Usp17la
USP17L26	Usp17la
USP17L5	Usp17la
USP17L27	Usp17la
USP17L28	Usp17la
USP17L29	Usp17la
USP17L30	Usp17la
USP17L3	Usp17la
	Gm45235
VAV2	Vav2
NRAP	Nrap
	Olfr1375
USP51	Usp51
	Gm15798
	Gm44650
	Gm15799
ACTL7A	Actl7a
	Gm28854
MRPL40	Mrpl40
	Gm45556
	Gm6916
	Gm47850
	Ighv2-4
ZNF354A	Zfp354a
NIM1K	Nim1k
AP3D1	Ap3d1
	Gm21726
RPL41	Rpl41
MYRFL	Myrfl
NEMF	Nemf
GAS2	Gas2
	Nudt12os
HIRA	Hira
	Olfr665
HNRNPK	Hnrnpk
UBE2J2	Ube2j2
	Firre
VGLL4	Vgll4
PSMD6	Psmd6
	Sdr16c6
RGS10	Rgs10
	Gm44052
SERBP1	Serbp1
	Gm48506
	Gm16754
	Gm47671
ST3GAL6	St3gal6
	1110019B22Rik
	Gm15929
	Gm47708
CNOT3	Cnot3
	Gm14516
MAB21L3	Mab21l3
	Gm37844
	5830468F06Rik
KBTBD11	Kbtbd11
ZBED6	Zbed6
	Gm15503
	Gm5779
ZBED6	Gm38394
COMMD8	Commd8
ADAMTS1	Adamts1
UPB1	Upb1
CTU1	Ctu1
DGLUCY	Dglucy
PM20D2	Pm20d2
	1700123O21Rik
	Gm16112
	Gm16111
	Gm19666
	Gm10475
RGS11	Rgs11
	Gm14886
	Gm43525
	Gm16110
ZNF628	Zfp628
	Gm16113
	Dnaja1-ps
FANCF	Fancf
RELN	Reln
GALC	Galc
	Cypt1
PTEN	Pten
	Ces1e
	9230009I02Rik
GGCT	Ggct
AC005154.6	Ggct
TSC2	Tsc2
	Gm12202
	2810029C07Rik
	Gm12201
	Gm11847
AGTR1	Agtr1b
	Olfr1374-ps1
RGCC	Rgcc
	Gm21851
	4930479D17Rik
PLPP1	Plpp1
	Pip5k1bos
AOC1	Aoc1
	Gm8911
	Gm42569
	5930420M18Rik
STAR	Star
	Vmn2r-ps53
OST4	Ost4
NRG2	Nrg2
NFATC4	Nfatc4
	Gm48148
	Gm48158
SNRPD3	Snrpd3
	Gm11846
	Gm37985
ZC3H11B	Zc3h11a
ZC3H11A	Zc3h11a
ZSWIM9	Zswim9
	Gm18426
	Gm7607
MELK	Melk
	Gm42594
	4930432B10Rik
	Ighv5-8
PAX4	Pax4
	Gm45355
	4930432B10Rik
	AC131586.2
AGBL5	Agbl5
MAGEH1	Mageh1
NAT14	Nat14
	Gm28858
	Gm38575
	Gm13583
	Gm20890
	Gm47957
	Gm47960
	Gm29147
PLA2R1	Pla2r1
	AC166902.2
	9530051G07Rik
	AC166902.1
	Gm13204
C11orf87	AI593442
EXOSC10	Exosc10
LENG1	Leng1
	Ighv5-9
C22orf39	2510002D24Rik
	Gm38509
	Gm21388
	Gm10060
	Gm43848
	1700017M07Rik
	Gm29146
	Gm31371
FAM96A	Fam96a
	Gm5396
TRIQK	Triqk
	Gm28663
CTDSP1	Ctdsp1
TMC4	Tmc4
	Gm43078
	Gm7733
	Ube2l3-ps1
	Gm26943
	Gm28664
MTREX	Skiv2l2
	Gm8394
MS4A15	Ms4a15
MFSD4B	Mfsd4b2
ZNF606	Zfp606
	Gm48194
CASP2	Casp2
	Gm21819
ZCCHC6	Zcchc6
	Gm5946
PPM1N	Ppm1n
	Gm29224
	Gm29223
	Gm15104
	AA645442
PQBP1	Pqbp1
C5orf30	D1Ertd622e
CLSPN	Clspn
DCK	Dck
ARMCX1	Armcx1
MEIS3	Meis3
DNM2	Dnm2
	Trp73os
TP73	Trp73
	Gm11414
	Gm8885
	Gm4319
	AC118733.1
	Gm8969
	Gm10154
SLC26A2	Slc26a2
SHE	She
IFNB1	Ifnb1
ARHGDIG	Arhgdig
	Gm1715
KLHDC2	Klhdc2
	Gm47981
	Gm16677
IFNA2	Ifna9
IFNA17	Ifna9
IFNA16	Ifna9
IFNA6	Ifna9
IFNA14	Ifna9
