GeneID	GeneSymbol	Chrom	TrAccess	PrAccess	TrID
103160225	LOC103160225	NW_003613893.1	XR_001726652.1	-	rna14928
103160225	LOC103160225	NW_003613893.1	XR_001726649.1	-	rna14927
103160225	LOC103160225	NW_003613893.1	XR_001726655.1	-	rna14904
103160225	LOC103160225	NW_003613893.1	XR_001726630.1	-	rna14905
103160225	LOC103160225	NW_003613893.1	XR_001726654.1	-	rna14906
103160225	LOC103160225	NW_003613893.1	XR_001726656.1	-	rna14907
103160225	LOC103160225	NW_003613893.1	XR_001726632.1	-	rna14908
103160225	LOC103160225	NW_003613893.1	XR_001726648.1	-	rna14909
103160225	LOC103160225	NW_003613893.1	XR_001726643.1	-	rna14911
103160225	LOC103160225	NW_003613893.1	XR_001726646.1	-	rna14926
103160225	LOC103160225	NW_003613893.1	XR_001726631.1	-	rna14912
103160225	LOC103160225	NW_003613893.1	XR_001726642.1	-	rna14913
103160225	LOC103160225	NW_003613893.1	XR_001726650.1	-	rna14925
103160225	LOC103160225	NW_003613893.1	XR_001726645.1	-	rna14924
103160225	LOC103160225	NW_003613893.1	XR_001726634.1	-	rna14915
103160225	LOC103160225	NW_003613893.1	XR_001726640.1	-	rna14916
103160225	LOC103160225	NW_003613893.1	XR_001726638.1	-	rna14917
103160225	LOC103160225	NW_003613893.1	XR_001726635.1	-	rna14918
103160225	LOC103160225	NW_003613893.1	XR_001726636.1	-	rna14919
103160225	LOC103160225	NW_003613893.1	XR_001726639.1	-	rna14920
103160225	LOC103160225	NW_003613893.1	XR_001726641.1	-	rna14921
103160225	LOC103160225	NW_003613893.1	XR_001726651.1	-	rna14930
103160225	LOC103160225	NW_003613893.1	XR_001726653.1	-	rna14931
103160225	LOC103160225	NW_003613893.1	XR_482347.2	-	rna14923
103160225	LOC103160225	NW_003613893.1	XR_001726657.1	-	rna14932
103160225	LOC103160225	NW_003613893.1	XR_001726658.1	-	rna14933
103160225	LOC103160225	NW_003613893.1	XR_001726659.1	-	rna14934
103160227	LOC103160227	NW_003614022.1	XR_482597.2	-	rna18198
103160227	LOC103160227	NW_003614022.1	XR_482596.1	-	rna18197
103160230	LOC103160230	NW_003614416.1	XM_007648303.1	XP_007646493.1	rna25715
103160231	LOC103160231	NW_003614416.1	XM_007648302.2	XP_007646492.2	rna25714
103160232	LOC103160232	NW_003614416.1	-	-	gene16651
103160234	LOC103160234	NW_003614416.1	-	-	gene16656
103160239	LOC103160239	NW_003613584.1	-	-	gene323
103160240	LOC103160240	NW_003614196.1	XR_482910.1	-	rna21921
103160241	Gtf2h4	NW_003614196.1	XM_007646361.2	XP_007644551.1	rna21928
103160242	LOC103160242	NW_003614196.1	XR_001727399.1	-	rna21938
103160242	LOC103160242	NW_003614196.1	XR_001727394.1	-	rna21939
103160242	LOC103160242	NW_003614196.1	XR_001727398.1	-	rna21940
103160242	LOC103160242	NW_003614196.1	XR_001727395.1	-	rna21941
103160242	LOC103160242	NW_003614196.1	XR_001727396.1	-	rna21942
103160242	LOC103160242	NW_003614196.1	XR_001727402.1	-	rna21937
103160242	LOC103160242	NW_003614196.1	XR_001727400.1	-	rna21933
103160242	LOC103160242	NW_003614196.1	XR_482912.2	-	rna21935
103160242	LOC103160242	NW_003614196.1	XR_001727401.1	-	rna21936
103160242	LOC103160242	NW_003614196.1	XR_001727397.1	-	rna21934
103160243	LOC103160243	NW_003614196.1	XR_001727403.1	-	rna21970
103160243	LOC103160243	NW_003614196.1	XR_482914.2	-	rna21971
103160246	LOC103160246	NW_003613659.1	XR_479318.2	-	rna5467
103160249	LOC103160249	NW_003614196.1	-	-	gene14162
103160253	LOC103160253	NW_003614550.1	XR_483330.2	-	rna27385
103160253	LOC103160253	NW_003614550.1	XR_001727933.1	-	rna27384
103160254	LOC103160254	NW_003614550.1	-	-	gene17755
103160255	LOC103160255	NW_003613659.1	-	-	gene3537
103160262	LOC103160262	NW_003613713.1	XR_481403.2	-	rna8264
103160262	LOC103160262	NW_003613713.1	XR_481407.2	-	rna8256
103160262	LOC103160262	NW_003613713.1	XR_481406.2	-	rna8257
103160262	LOC103160262	NW_003613713.1	XR_001725723.1	-	rna8265
103160262	LOC103160262	NW_003613713.1	XR_481401.2	-	rna8258
103160262	LOC103160262	NW_003613713.1	XR_481400.2	-	rna8255
103160262	LOC103160262	NW_003613713.1	XR_481398.2	-	rna8263
103160262	LOC103160262	NW_003613713.1	XR_001725734.1	-	rna8259
103160262	LOC103160262	NW_003613713.1	XR_001725720.1	-	rna8261
103160262	LOC103160262	NW_003613713.1	XR_001725732.1	-	rna8254
103160262	LOC103160262	NW_003613713.1	XR_001725721.1	-	rna8253
103160262	LOC103160262	NW_003613713.1	XR_481399.2	-	rna8262
103160262	LOC103160262	NW_003613713.1	XR_001725735.1	-	rna8260
103160263	LOC103160263	NW_003613713.1	-	-	gene5230
103160265	LOC103160265	NW_003613921.1	-	-	gene10115
103160266	LOC103160266	NW_003615327.1	XR_483790.1	-	rna34228
103160274	LOC103160274	NW_003614505.1	XM_016978590.1	XP_016834079.1	rna26878
103160275	LOC103160275	NW_003614505.1	XM_016978589.1	XP_016834078.1	rna26877
103160283	LOC103160283	NW_003613755.1	XM_007640580.1	XP_007638770.1	rna9960
103160285	LOC103160285	NW_003614351.1	XR_001727681.1	-	rna24881
103160285	LOC103160285	NW_003614351.1	XR_483139.2	-	rna24882
103160286	LOC103160286	NW_003613885.1	XR_482330.2	-	rna14627
103160287	Tdrd15	NW_003613660.1	XM_007616199.1	XP_007614389.1	rna5487
103160290	LOC103160290	NW_003619739.1	XM_016964090.1	XP_016819579.1	rna40755
103160294	LOC103160294	NW_003616577.1	XM_007654557.1	XP_007652747.1	rna38466
103160299	LOC103160299	NW_003614202.1	XR_482923.1	-	rna22114
103160301	Cxcr6	NW_003614417.1	XM_007648318.2	XP_007646508.1	rna25785
103160302	Znf660	NW_003613803.1	XM_007641418.1	XP_007639608.1	rna11592
103160304	LOC103160304	NW_003613861.1	-	-	gene8755
103160305	LOC103160305	NW_003616861.1	XM_016963640.1	XP_016819129.1	rna38943
103160305	LOC103160305	NW_003616861.1	XM_016963641.1	XP_016819130.1	rna38944
103160306	LOC103160306	NW_003616815.1	-	-	gene26169
103160307	LOC103160307	NW_003613805.1	XR_001726327.1	-	rna11696
103160307	LOC103160307	NW_003613805.1	XR_001726326.1	-	rna11697
103160307	LOC103160307	NW_003613805.1	XR_482120.2	-	rna11698
103160307	LOC103160307	NW_003613805.1	XR_001726328.1	-	rna11699
103160308	LOC103160308	NW_003613805.1	XR_482122.2	-	rna11717
103160308	LOC103160308	NW_003613805.1	XR_001726330.1	-	rna11719
103160308	LOC103160308	NW_003613805.1	XR_001726329.1	-	rna11718
103160310	LOC103160310	NW_003613661.1	XR_479353.2	-	rna5523
103160311	Churc1	NW_003613860.1	XM_007642388.2	XP_007640578.1	rna13629
103160312	LOC103160312	NW_003613728.1	-	-	gene5615
103160315	LOC103160315	NW_003614263.1	-	-	gene15147
103160316	LOC103160316	NW_003614263.1	XR_483024.2	-	rna23402
103160317	LOC103160317	NW_003614263.1	XM_016977660.1	XP_016833149.1	rna23400
103160321	LOC103160321	NW_003614272.1	XR_483067.2	-	rna23592
103160323	LOC103160323	NW_003615099.1	XR_483672.2	-	rna32970
103160323	LOC103160323	NW_003615099.1	XR_483673.2	-	rna32971
103160324	LOC103160324	NW_003615099.1	XR_001728401.1	-	rna32962
103160324	LOC103160324	NW_003615099.1	XR_483680.2	-	rna32964
103160324	LOC103160324	NW_003615099.1	XR_483676.2	-	rna32963
103160324	LOC103160324	NW_003615099.1	XR_483679.2	-	rna32966
103160324	LOC103160324	NW_003615099.1	XR_001728399.1	-	rna32967
103160324	LOC103160324	NW_003615099.1	XR_001728398.1	-	rna32968
103160324	LOC103160324	NW_003615099.1	XR_483677.2	-	rna32969
103160324	LOC103160324	NW_003615099.1	XR_001728400.1	-	rna32961
103160324	LOC103160324	NW_003615099.1	XR_483674.2	-	rna32965
103160326	B9d2	NW_003615239.1	XM_007652326.2	XP_007650516.1	rna33792
103160327	B3gnt8	NW_003615239.1	XM_007652331.1	XP_007650521.1	rna33796
103160328	Rabac1	NW_003614601.1	XM_016978909.1	XP_016834398.1	rna28116
103160330	Dedd2	NW_003614601.1	XM_007649485.2	XP_007647675.1	rna28111
103160331	Znf526	NW_003614601.1	XM_016978917.1	XP_016834406.1	rna28110
103160339	LOC103160339	NW_003614445.1	XR_483233.2	-	rna26083
103160341	Oaz1	NW_003613904.1	NM_001305117.1	NP_001292046.1	rna15402
103160343	LOC103160343	NW_003613904.1	XR_482367.2	-	rna15352
103160343	LOC103160343	NW_003613904.1	XR_001726693.1	-	rna15353
103160344	LOC103160344	NW_003613662.1	XR_001722907.1	-	rna5559
103160344	LOC103160344	NW_003613662.1	XR_001722908.1	-	rna5560
103160344	LOC103160344	NW_003613662.1	XR_479380.2	-	rna5554
103160344	LOC103160344	NW_003613662.1	XR_479381.2	-	rna5561
103160344	LOC103160344	NW_003613662.1	XR_001722909.1	-	rna5556
103160344	LOC103160344	NW_003613662.1	XR_001722906.1	-	rna5557
103160344	LOC103160344	NW_003613662.1	XR_001722905.1	-	rna5558
103160344	LOC103160344	NW_003613662.1	XR_001722910.1	-	rna5555
103160345	LOC103160345	NW_003613904.1	XM_007643235.1	XP_007641425.1	rna15292
103160351	Fstl3	NW_003613904.1	XM_016975692.1	XP_016831181.1	rna15289
103160352	Rnf126	NW_003613904.1	XM_007643243.1	XP_007641433.1	rna15288
103160353	Fgf22	NW_003613904.1	XM_007643242.2	XP_007641432.1	rna15287
103160355	Spaca7	NW_003614031.1	XM_007644611.1	XP_007642801.1	rna18344
103160358	LOC103160358	NW_003613663.1	XR_479385.2	-	rna5570
103160359	LOC103160359	NW_003613663.1	XR_479387.2	-	rna5575
103160359	LOC103160359	NW_003613663.1	XR_001722936.1	-	rna5576
103160361	Atp5j2	NW_003614752.1	XM_007650316.2	XP_007648506.1	rna29693
103160362	Zkscan5	NW_003614752.1	XM_007650314.2	XP_007648504.1	rna29691
103160362	Zkscan5	NW_003614752.1	XM_016979342.1	XP_016834831.1	rna29690
103160362	Zkscan5	NW_003614752.1	XM_007650315.2	XP_007648505.1	rna29689
103160365	LOC103160365	NW_003614752.1	XM_016979341.1	XP_016834830.1	rna29673
103160377	LOC103160377	NW_003614331.1	XM_007647674.1	XP_007645864.1	rna24515
103160382	LOC103160382	NW_003614891.1	XR_001728253.1	-	rna31282
103160382	LOC103160382	NW_003614891.1	XR_483572.2	-	rna31281
103160383	LOC103160383	NW_003613664.1	XR_001722972.1	-	rna5600
103160383	LOC103160383	NW_003613664.1	XR_001722975.1	-	rna5599
103160383	LOC103160383	NW_003613664.1	XR_001722971.1	-	rna5598
103160383	LOC103160383	NW_003613664.1	XR_479406.1	-	rna5594
103160383	LOC103160383	NW_003613664.1	XR_479410.1	-	rna5595
103160383	LOC103160383	NW_003613664.1	XR_479411.1	-	rna5596
103160383	LOC103160383	NW_003613664.1	XR_001722974.1	-	rna5597
103160386	LOC103160386	NW_003614028.1	XR_482614.2	-	rna18267
103160387	LOC103160387	NW_003614132.1	XR_482813.2	-	rna20717
103160389	Emc6	NW_003614665.1	XM_016979045.1	XP_016834534.1	rna28677
103160394	LOC103160394	NW_003613942.1	XR_001726795.1	-	rna16386
103160395	LOC103160395	NW_003614035.1	XR_482626.2	-	rna18433
103160398	LOC103160398	NW_003614388.1	-	-	gene16365
103160401	LOC103160401	NW_003613609.1	-	-	gene1442
103160402	LOC103160402	NW_003613743.1	-	-	gene5925
103160403	LOC103160403	NW_003615587.1	XR_001728645.1	-	rna35575
103160403	LOC103160403	NW_003615587.1	XR_483885.2	-	rna35576
103160404	LOC103160404	NW_003613982.1	-	-	gene11092
103160405	LOC103160405	NW_003613584.1	-	-	gene355
103160407	LOC103160407	NW_003613982.1	-	-	gene11087
103160411	LOC103160411	NW_003613698.1	XR_480720.2	-	rna7400
103160414	LOC103160414	NW_003615769.1	XR_001728733.1	-	rna36291
103160415	LOC103160415	NW_003617091.1	-	-	gene26533
103160416	LOC103160416	NW_003613664.1	XR_001723006.1	-	rna5637
103160416	LOC103160416	NW_003613664.1	XR_479435.2	-	rna5638
103160417	LOC103160417	NW_003614548.1	XR_001727930.1	-	rna27321
103160421	LOC103160421	NW_003613745.1	XR_001726096.1	-	rna9462
103160422	LOC103160422	NW_003613745.1	XR_001726103.1	-	rna9441
103160422	LOC103160422	NW_003613745.1	XR_001726102.1	-	rna9442
103160422	LOC103160422	NW_003613745.1	XR_481922.2	-	rna9440
103160422	LOC103160422	NW_003613745.1	XR_481923.2	-	rna9439
103160423	LOC103160423	NW_003613745.1	XR_481917.2	-	rna9415
103160423	LOC103160423	NW_003613745.1	XR_001726099.1	-	rna9414
103160423	LOC103160423	NW_003613745.1	XR_481914.2	-	rna9417
103160423	LOC103160423	NW_003613745.1	XR_481916.2	-	rna9413
103160423	LOC103160423	NW_003613745.1	XR_481915.2	-	rna9416
103160424	LOC103160424	NW_003613745.1	XM_016974225.1	XP_016829714.1	rna9398
103160424	LOC103160424	NW_003613745.1	XM_016974226.1	XP_016829715.1	rna9397
103160424	LOC103160424	NW_003613745.1	XM_007640318.2	XP_007638508.1	rna9391
103160424	LOC103160424	NW_003613745.1	XM_007640315.2	XP_007638505.1	rna9392
103160424	LOC103160424	NW_003613745.1	XM_016974228.1	XP_016829717.1	rna9396
103160424	LOC103160424	NW_003613745.1	XR_001726098.1	-	rna9399
103160424	LOC103160424	NW_003613745.1	XM_016974229.1	XP_016829718.1	rna9395
103160424	LOC103160424	NW_003613745.1	XM_016974227.1	XP_016829716.1	rna9394
103160424	LOC103160424	NW_003613745.1	XM_007640314.2	XP_007638504.1	rna9393
103160429	LOC103160429	NW_003613855.1	XR_482243.2	-	rna13501
103160432	LOC103160432	NW_003614555.1	XM_007649203.2	XP_007647393.1	rna27516
103160433	LOC103160433	NW_003614555.1	XR_483342.2	-	rna27522
103160434	LOC103160434	NW_003614555.1	-	-	gene17824
103160437	LOC103160437	NW_003613664.1	-	-	gene3632
103160438	LOC103160438	NW_003614199.1	XR_482922.2	-	rna22047
103160439	LOC103160439	NW_003613617.1	-	-	gene1781
103160440	LOC103160440	NW_003613617.1	-	-	gene1775
103160441	LOC103160441	NW_003613799.1	XM_016974714.1	XP_016830203.1	rna11436
103160441	LOC103160441	NW_003613799.1	XM_016974713.1	XP_016830202.1	rna11435
103160441	LOC103160441	NW_003613799.1	XM_016974712.1	XP_016830201.1	rna11434
103160441	LOC103160441	NW_003613799.1	XM_016974715.1	XP_016830204.1	rna11433
103160443	LOC103160443	NW_003613799.1	-	-	gene7292
103160444	LOC103160444	NW_003613799.1	XM_007641358.1	XP_007639548.1	rna11448
103160447	LOC103160447	NW_003613799.1	XM_016974723.1	XP_016830212.1	rna11427
103160451	Tma7	NW_003614229.1	XM_016977500.1	XP_016832989.1	rna22823
103160452	LOC103160452	NW_003614229.1	XR_482971.2	-	rna22824
103160455	Frat1	NW_003613664.1	XM_007617514.2	XP_007615704.2	rna5615
103160456	LOC103160456	NW_003613823.1	-	-	gene7761
103160458	LOC103160458	NW_003613787.1	-	-	gene6999
103160459	Dcp1b	NW_003613787.1	XM_016974592.1	XP_016830081.1	rna10909
103160461	LOC103160461	NW_003615560.1	XM_007653148.2	XP_007651338.1	rna35473
103160462	LOC103160462	NW_003615560.1	XR_001728634.1	-	rna35477
103160463	LOC103160463	NW_003615560.1	XM_016980758.1	XP_016836247.1	rna35474
103160463	LOC103160463	NW_003615560.1	XM_007653159.2	XP_007651349.2	rna35475
103160468	LOC103160468	NW_003613665.1	XR_479465.2	-	rna5671
103160469	LOC103160469	NW_003614130.1	XR_482810.2	-	rna20699
103160470	LOC103160470	NW_003614067.1	-	-	gene12257
103160471	LOC103160471	NW_003614233.1	XR_001727464.1	-	rna22917
103160471	LOC103160471	NW_003614233.1	XR_001727467.1	-	rna22916
103160471	LOC103160471	NW_003614233.1	XR_001727465.1	-	rna22915
103160471	LOC103160471	NW_003614233.1	XR_001727468.1	-	rna22918
103160471	LOC103160471	NW_003614233.1	XR_001727469.1	-	rna22914
103160471	LOC103160471	NW_003614233.1	XR_001727466.1	-	rna22913
103160471	LOC103160471	NW_003614233.1	XR_001727471.1	-	rna22912
103160471	LOC103160471	NW_003614233.1	XR_001727470.1	-	rna22911
103160471	LOC103160471	NW_003614233.1	XR_482979.2	-	rna22910
103160471	LOC103160471	NW_003614233.1	XR_001727472.1	-	rna22909
103160472	LOC103160472	NW_003613665.1	XM_007617627.2	XP_007615817.2	rna5676
103160474	Ubfd1	NW_003616694.1	XM_007654641.2	XP_007652831.1	rna38657
103160475	LOC103160475	NW_003613665.1	XR_479471.2	-	rna5686
103160476	LOC103160476	NW_003614300.1	XR_483087.2	-	rna23887
103160478	LOC103160478	NW_003613665.1	XR_479474.2	-	rna5693
103160478	LOC103160478	NW_003613665.1	XR_479473.2	-	rna5692
103160478	LOC103160478	NW_003613665.1	XR_479475.2	-	rna5691
103160479	LOC103160479	NW_003615153.1	XM_007652105.1	XP_007650295.1	rna33305
103160481	LOC103160481	NW_003613907.1	XR_482376.2	-	rna15531
103160485	LOC103160485	NW_003613740.1	-	-	gene5866
103160487	LOC103160487	NW_003615946.1	XM_016963157.1	XP_016818646.1	rna36814
103160489	LOC103160489	NW_003614290.1	XR_483080.2	-	rna23799
103160489	LOC103160489	NW_003614290.1	XR_483081.2	-	rna23798
103160490	LOC103160490	NW_003614822.1	XR_001728189.1	-	rna30506
103160490	LOC103160490	NW_003614822.1	XR_001728190.1	-	rna30507
103160491	LOC103160491	NW_003613665.1	-	-	gene3691
103160494	LOC103160494	NW_003613669.1	XR_479631.2	-	rna5915
103160495	LOC103160495	NW_003613669.1	-	-	gene3796
103160497	LOC103160497	NW_003613665.1	XR_479486.1	-	rna5712
103160499	LOC103160499	NW_003613861.1	XR_482256.1	-	rna13691
103160500	LOC103160500	NW_003613861.1	XR_482255.2	-	rna13679
103160500	LOC103160500	NW_003613861.1	XR_001726537.1	-	rna13680
103160501	LOC103160501	NW_003613665.1	XM_007617975.2	XP_007616165.1	rna5731
103160501	LOC103160501	NW_003613665.1	XM_007617983.2	XP_007616173.1	rna5732
103160501	LOC103160501	NW_003613665.1	XM_016967713.1	XP_016823202.1	rna5733
103160501	LOC103160501	NW_003613665.1	XM_007617957.2	XP_007616147.1	rna5730
103160502	LOC103160502	NW_003613861.1	-	-	gene8686
103160503	LOC103160503	NW_003613861.1	XM_016975268.1	XP_016830757.1	rna13653
103160504	LOC103160504	NW_003613861.1	XM_007642398.2	XP_007640588.1	rna13648
103160504	LOC103160504	NW_003613861.1	XM_007642399.2	XP_007640589.1	rna13649
103160509	LOC103160509	NW_003613665.1	XM_007618013.2	XP_007616203.1	rna5734
103160510	LOC103160510	NW_003614316.1	-	-	gene15733
103160512	LOC103160512	NW_003614316.1	-	-	gene15723
103160516	LOC103160516	NW_003613945.1	XR_482450.2	-	rna16544
103160520	LOC103160520	NW_003615680.1	XM_007653347.2	XP_007651537.2	rna35965
103160520	LOC103160520	NW_003615472.1	XM_007652972.1	XP_007651162.1	rna35082
103160523	LOC103160523	NW_003613898.1	XR_482356.2	-	rna15043
103160525	Gsc2	NW_003613898.1	XM_007643085.1	XP_007641275.1	rna15092
103160536	LOC103160536	NW_003613898.1	XM_016975606.1	XP_016831095.1	rna15090
103160542	LOC103160542	NW_003615675.1	XR_483926.2	-	rna35950
103160544	LOC103160544	NW_003616284.1	-	-	gene25258
103160546	LOC103160546	NW_003613742.1	XR_001726086.1	-	rna9316
103160546	LOC103160546	NW_003613742.1	XR_481895.2	-	rna9317
103160546	LOC103160546	NW_003613742.1	XR_001726088.1	-	rna9313
103160546	LOC103160546	NW_003613742.1	XR_001726087.1	-	rna9315
103160546	LOC103160546	NW_003613742.1	XR_001726089.1	-	rna9314
103160549	LOC103160549	NW_003613639.1	XR_484217.2	-	rna4114
103160550	LOC103160550	NW_003613639.1	XR_484208.2	-	rna4108
103160550	LOC103160550	NW_003613639.1	XR_001721681.1	-	rna4107
103160550	LOC103160550	NW_003613639.1	XR_001721683.1	-	rna4106
103160552	LOC103160552	NW_003613639.1	-	-	gene2667
103160553	LOC103160553	NW_003614881.1	XR_001728239.1	-	rna31222
103160554	LOC103160554	NW_003613667.1	-	-	gene3782
103160555	LOC103160555	NW_003613735.1	XR_481872.1	-	rna9104
103160555	LOC103160555	NW_003613735.1	XR_481874.1	-	rna9105
103160555	LOC103160555	NW_003613735.1	XR_481873.1	-	rna9106
103160555	LOC103160555	NW_003613735.1	XR_001726061.1	-	rna9103
103160557	LOC103160557	NW_003614441.1	-	-	gene16868
103160558	LOC103160558	NW_003613601.1	XR_001726896.1	-	rna1702
103160558	LOC103160558	NW_003613601.1	XR_482498.2	-	rna1703
103160559	LOC103160559	NW_003613866.1	-	-	gene8922
103160566	LOC103160566	NW_003614157.1	XR_482872.2	-	rna21194
103160567	LOC103160567	NW_003614906.1	XR_483581.2	-	rna31468
103160568	LOC103160568	NW_003613807.1	XR_001726339.1	-	rna11773
103160568	LOC103160568	NW_003613807.1	XR_001726337.1	-	rna11768
103160568	LOC103160568	NW_003613807.1	XR_001726335.1	-	rna11771
103160568	LOC103160568	NW_003613807.1	XR_482123.2	-	rna11770
103160568	LOC103160568	NW_003613807.1	XR_001726336.1	-	rna11769
103160568	LOC103160568	NW_003613807.1	XR_001726340.1	-	rna11772
103160569	LOC103160569	NW_003614157.1	XM_016977157.1	XP_016832646.1	rna21195
103160570	LOC103160570	NW_003614309.1	XM_007647505.1	XP_007645695.1	rna24196
103160572	LOC103160572	NW_003613869.1	XR_482285.2	-	rna14090
103160572	LOC103160572	NW_003613869.1	XR_482284.2	-	rna14089
103160572	LOC103160572	NW_003613869.1	XR_001726567.1	-	rna14091
103160574	LOC103160574	NW_003617079.1	XR_484235.2	-	rna39287
103160574	LOC103160574	NW_003617079.1	XR_484236.2	-	rna39289
103160574	LOC103160574	NW_003617079.1	XR_484237.2	-	rna39288
103160580	LOC103160580	NW_003617285.1	-	-	gene26756
103160580	LOC103160580	NW_003617285.1	-	-	id419559
103160583	LOC103160583	NW_003613666.1	XR_479541.2	-	rna5795
103160584	LOC103160584	NW_003614819.1	XR_483528.2	-	rna30482
103160586	LOC103160586	NW_003613641.1	XM_016964213.1	XP_016819702.1	rna4283
103160587	LOC103160587	NW_003613667.1	XR_001723156.1	-	rna5800
103160587	LOC103160587	NW_003613667.1	XR_001723157.1	-	rna5799
103160587	LOC103160587	NW_003613667.1	XR_479544.2	-	rna5802
103160587	LOC103160587	NW_003613667.1	XR_479545.2	-	rna5801
103160587	LOC103160587	NW_003613667.1	XR_001723147.1	-	rna5798
103160588	LOC103160588	NW_003613667.1	XR_479546.1	-	rna5797
103160593	LOC103160593	NW_003613886.1	XR_001726616.1	-	rna14656
103160593	LOC103160593	NW_003613886.1	XR_482331.2	-	rna14655
103160595	LOC103160595	NW_003613667.1	XR_479548.2	-	rna5806
103160599	LOC103160599	NW_003616089.1	XR_484027.2	-	rna37207
103160599	LOC103160599	NW_003616089.1	XR_484028.2	-	rna37208
103160600	LOC103160600	NW_003614259.1	XM_016977637.1	XP_016833126.1	rna23297
103160601	LOC103160601	NW_003614036.1	XR_482627.2	-	rna18441
103160603	LOC103160603	NW_003615898.1	-	-	gene24343
103160604	LOC103160604	NW_003614025.1	XR_001726984.1	-	rna18209
103160605	LOC103160605	NW_003614025.1	XR_482607.2	-	rna18217
103160605	LOC103160605	NW_003614025.1	XR_482606.2	-	rna18210
103160605	LOC103160605	NW_003614025.1	XR_482608.2	-	rna18211
103160605	LOC103160605	NW_003614025.1	XR_482602.2	-	rna18216
103160605	LOC103160605	NW_003614025.1	XR_482605.2	-	rna18213
103160605	LOC103160605	NW_003614025.1	XR_482603.2	-	rna18214
103160605	LOC103160605	NW_003614025.1	XR_001726985.1	-	rna18212
103160605	LOC103160605	NW_003614025.1	XR_482604.2	-	rna18215
103160606	LOC103160606	NW_003614594.1	XR_483369.2	-	rna28016
103160607	LOC103160607	NW_003614594.1	XR_483368.2	-	rna28000
103160608	LOC103160608	NW_003613628.1	XR_483630.2	-	rna3289
103160609	LOC103160609	NW_003613628.1	XR_483634.2	-	rna3287
103160609	LOC103160609	NW_003613628.1	XR_001728379.1	-	rna3288
103160612	LOC103160612	NW_003614594.1	XM_007649437.1	XP_007647627.1	rna28008
103160615	Ifnb1	NW_003613640.1	XM_016963996.1	XP_016819485.1	rna4268
103160616	LOC103160616	NW_003613840.1	XM_007641938.1	XP_007640128.1	rna12704
103160619	LOC103160619	NW_003614566.1	XR_001727953.1	-	rna27622
103160619	LOC103160619	NW_003614566.1	XR_001727954.1	-	rna27623
103160620	LOC103160620	NW_003614566.1	XR_483349.1	-	rna27621
103160623	LOC103160623	NW_003613617.1	XR_483242.2	-	rna2710
103160624	LOC103160624	NW_003613617.1	XR_483241.2	-	rna2709
103160625	LOC103160625	NW_003613617.1	XR_483235.2	-	rna2706
103160625	LOC103160625	NW_003613617.1	XR_483234.2	-	rna2705
103160625	LOC103160625	NW_003613617.1	XR_001727909.1	-	rna2700
103160625	LOC103160625	NW_003613617.1	XR_001727905.1	-	rna2701
103160625	LOC103160625	NW_003613617.1	XR_001727906.1	-	rna2707
103160625	LOC103160625	NW_003613617.1	XR_483236.2	-	rna2702
103160625	LOC103160625	NW_003613617.1	XR_001727904.1	-	rna2704
103160625	LOC103160625	NW_003613617.1	XR_001727903.1	-	rna2708
103160625	LOC103160625	NW_003613617.1	XR_001727910.1	-	rna2703
103160626	LOC103160626	NW_003613667.1	XR_479575.2	-	rna5835
103160628	LOC103160628	NW_003614758.1	XR_001728131.1	-	rna29764
103160630	LOC103160630	NW_003614557.1	-	-	gene17834
103160632	LOC103160632	NW_003614557.1	XR_483343.2	-	rna27529
103160633	LOC103160633	NW_003616017.1	XR_484010.2	-	rna36991
103160634	LOC103160634	NW_003613585.1	XR_479585.2	-	rna601
103160635	LOC103160635	NW_003615229.1	XR_483751.2	-	rna33727
103160635	LOC103160635	NW_003615229.1	XR_483750.2	-	rna33726
103160641	LOC103160641	NW_003613722.1	XR_001725995.1	-	rna8672
103160641	LOC103160641	NW_003613722.1	XR_481779.2	-	rna8671
103160641	LOC103160641	NW_003613722.1	XR_001725996.1	-	rna8670
103160643	LOC103160643	NW_003613593.1	-	-	gene730
103160645	LOC103160645	NW_003613960.1	XR_482483.2	-	rna16910
103160647	LOC103160647	NW_003613960.1	-	-	gene10795
103160653	LOC103160653	NW_003613585.1	XR_479594.2	-	rna602
103160655	LOC103160655	NW_003613609.1	XR_482883.1	-	rna2189
103160656	LOC103160656	NW_003613667.1	XR_479593.2	-	rna5886
103160658	LOC103160658	NW_003614523.1	XM_007648943.2	XP_007647133.1	rna27018
103160659	LOC103160659	NW_003614523.1	XR_483299.2	-	rna27014
103160660	LOC103160660	NW_003614105.1	XR_482739.2	-	rna20002
103160668	LOC103160668	NW_003613785.1	XR_482056.2	-	rna10869
103160669	LOC103160669	NW_003613785.1	-	-	gene6959
103160678	LOC103160678	NW_003613601.1	XR_001726912.1	-	rna1713
103160678	LOC103160678	NW_003613601.1	XR_482500.2	-	rna1712
103160678	LOC103160678	NW_003613601.1	XR_001726911.1	-	rna1711
103160679	LOC103160679	NW_003613601.1	-	-	gene1139
103160683	LOC103160683	NW_003615864.1	XR_483981.2	-	rna36567
103160685	LOC103160685	NW_003613906.1	XR_482374.2	-	rna15488
103160685	LOC103160685	NW_003613906.1	XR_001726698.1	-	rna15489
103160685	LOC103160685	NW_003613906.1	XR_001726699.1	-	rna15490
103160686	Tmem125	NW_003613906.1	XM_016975727.1	XP_016831216.1	rna15485
