Mouse gene name	Gene name
Ifna6	IFNA4
Ifnab	IFNA4
Bcorl1	BCORL1
Mocos	MOCOS
Slc22a18	SLC22A18
Igf2bp3	IGF2BP3
Wrb	WRB
Podxl2	PODXL2
Rnf138	RNF138
Rnf125	RNF125
Cplx3	CPLX3
Arl14ep	ARL14EP
Coro1a	CORO1A
Acot8	ACOT8
Ccdc158	CCDC158
Fam199x	FAM199X
Orc5	ORC5
Tfe3	TFE3
Agtr2	AGTR2
Dll4	DLL4
Ret	RET
Col4a1	COL4A1
Crtap	CRTAP
Bysl	BYSL
Nde1	NDE1
Fam162b	FAM162B
Tpt1	TPT1
Col8a2	COL8A2
Gnb3	GNB3
Ube2r2	UBE2R2
Hrh3	HRH3
Hnrnpul2	HNRNPUL2-BSCL2
Gbp2	GBP2
Gbp2b	GBP2
Mtg2	MTG2
Tpte	TPTE
S100a9	S100A9
Bicdl2	BICDL2
Mettl13	METTL13
Lrrn4cl	LRRN4CL
Prdm4	PRDM4
Pglyrp4	PGLYRP4
Snn	SNN
Il33	IL33
Prr9	PRR9
Rab10	RAB10
Fbxl4	FBXL4
F11r	F11R
Crygc	CRYGC
Wasf2	WASF2
Spata13	SPATA13
Ddx47	DDX47
Ppara	PPARA
Cldn6	CLDN6
Ovgp1	OVGP1
Sp100	SP100
AC133103.3	SP100
AC168977.2	SP100
Dnajb1	DNAJB1
Frg2f1	FRG2C
March8	MARCH8
Hpcal1	HPCAL1
Cd320	CD320
Wdr17	WDR17
Nrg1	NRG1
Spint1	SPINT1
Tbrg4	TBRG4
Mms22l	MMS22L
E2f3	E2F3
Dusp21	DUSP21
Cyp2w1	CYP2W1
Dlc1	DLC1
Man1a	MAN1A1
Fgfr1	FGFR1
Cdc42ep2	CDC42EP2
Chst2	CHST2
Syngap1	SYNGAP1
Lamc2	LAMC2
Avl9	AVL9
Adgrg3	ADGRG3
Extl2	EXTL2
Fbxl22	FBXL22
Gpr158	GPR158
Kctd9	KCTD9
Pafah2	PAFAH2
Ssc4d	SSC4D
Ankrd22	ANKRD22
Tpp1	TPP1
Pfkfb1	PFKFB1
Cdyl	CDY2A
Rpsa	RPSA
Pola2	POLA2
Plin2	PLIN2
Ywhag	YWHAG
Cd160	CD160
Slc3a2	SLC3A2
Cox18	COX18
Mid1	MID1
Phgdh	PHGDH
Apof	APOF
Tmem56	TMEM56-RWDD3
Rpa2	RPA2
Ttyh3	TTYH3
Trav8n-2	TRAV17
Trav8-1	TRAV17
Trav8d-2	TRAV17
Trav8d-1	TRAV17
Morc3	MORC3
Dusp5	DUSP5
Mpzl1	MPZL1
Gimap1	GIMAP1
Kif5a	KIF5A
Plekhf2	PLEKHF2
EPPK1	EPPK1
5730409E04Rik	C1orf216
Ksr2	KSR2
Syncrip	SYNCRIP
Gsg1	GSG1
Mapk8ip2	MAPK8IP2
Malrd1	MALRD1
Pi4kb	PI4KB
Clcn6	CLCN6
Tm2d3	TM2D3
Amer2	AMER2
Zdhhc4	ZDHHC4
Psd4	PSD4
Exoc6b	EXOC6B
Asf1a	ASF1A
Maoa	MAOA
Cbx5	CBX5
Idi1	IDI1
Agtrap	AGTRAP
Vps4b	VPS4B
Gm9745	IDI2
Idi2	IDI2
Kcnj8	KCNJ8
Trank1	TRANK1
Slc41a2	SLC41A2
Arl4a	ARL4A
Ctnnd2	CTNND2
Mrps10	MRPS10
Ecel1	ECEL1
Phox2b	PHOX2B
Pofut2	POFUT2
Siah3	SIAH3
Ifnlr1	IFNLR1
Nipsnap1	NIPSNAP1
Spert	SPERT
Ccnc	CCNC
Rhobtb2	RHOBTB2
Ubr3	UBR3
Cerk	CERK
Oip5	OIP5
Aes	AES
Ugt8a	UGT8
Gdf5	GDF5
Gm7145	ZNF860
B020011L13Rik	ZNF860
Gm28360	ZNF860
Zfp710	ZNF710
Sun5	SUN5
Lrrn4	LRRN4
Tspan18	TSPAN18
Sgsm1	SGSM1
Dctd	DCTD
Stam2	STAM2
Necap1	NECAP1
Lrrc23	LRRC23
Pkhd1	PKHD1
Klhdc7b	KLHDC7B
Txnl4b	TXNL4B
Esrra	ESRRA
Rhox13	RHOXF1
Rhox12	RHOXF1
Scgb2a2	SCGB2A1
Tmem70	TMEM70
Gng11	GNG11
1700003E16Rik	AC005041.1
Zfp457	ZNF681
Zfp58	ZNF681
Zfp493	ZNF681
CT573016.1	ZNF681
Zfp273	ZNF681
Zfp72	ZNF681
Zfp458	ZNF681
Zfp953	ZNF681
Zfp85	ZNF681
Zfp738	ZNF681
Zfp759	ZNF681
Zfp65	ZNF681
Zfp708	ZNF681
Zfp87	ZNF681
Lmntd2	LMNTD2
Frzb	FRZB
Ofcc1	OFCC1
Rprd1b	RPRD1B
Clip1	CLIP1
Mpped2	MPPED2
C3ar1	C3AR1
Ifna2	IFNA7
Ifna9	IFNA7
Ifna12	IFNA7
Ifna15	IFNA7
Ifna5	IFNA7
Ifna4	IFNA7
Ifna16	IFNA7
Ifna1	IFNA7
Ifna14	IFNA7
Ifna13	IFNA7
Ifna7	IFNA7
Ifna11	IFNA7
Ifna6	IFNA7
Ifnab	IFNA7
Nrsn1	NRSN1
Mesp1	MESP1
Aurkb	AURKB
Iqsec1	IQSEC1
Col4a5	COL4A5
Kif13b	KIF13B
Atp6v1e1	ATP6V1E1
Pudp	PUDP
Sat1	SAT1
Creld1	CRELD1
Jade3	JADE3
Tmem139	TMEM139
Sema6c	SEMA6C
Idh1	IDH1
Ano2	ANO2
Gstk1	GSTK1
Gm42674	S100A3
S100a3	S100A3
Ubxn7	UBXN7
Fam220a	FAM220A
Dennd1c	DENND1C
Znhit2	ZNHIT2
Zfp457	ZNF728
Zfp58	ZNF728
Zfp493	ZNF728
CT573016.1	ZNF728
Zfp273	ZNF728
Zfp72	ZNF728
Zfp458	ZNF728
Zfp953	ZNF728
Zfp85	ZNF728
Zfp738	ZNF728
Zfp759	ZNF728
Zfp65	ZNF728
Zfp708	ZNF728
Zfp87	ZNF728
Pus7l	PUS7L
Appl1	APPL1
Nkx3-1	NKX3-1
Cdca3	CDCA3
Tipin	TIPIN
Gpnmb	GPNMB
Pygb	PYGB
Washc2	WASHC2C
Ppp1cc	PPP1CC
Ttc38	TTC38
Zfp286	AC005324.4
Tas2r144	TAS2R40
Gbp3	GBP7
Gbp7	GBP7
Odf3b	ODF3B
Frg1	FRG1
Creb3	CREB3
Tada2b	TADA2B
Mrpl30	AC079447.1
Ccar2	CCAR2
Map1lc3b	MAP1LC3B2
Clic6	CLIC6
Tbc1d5	TBC1D5
Cyth3	CYTH3
Ramp3	RAMP3
Atp5f1	ATP5F1
Ddo	DDO
Snrpa1	SNRPA1
Sh2d5	SH2D5
Yipf2	YIPF2
Zkscan8	ZKSCAN8
Lyg1	LYG1
Satb1	SATB1
Hjurp	HJURP
Pls3	PLS3
Comtd1	COMTD1
Apba2	APBA2
Wnt6	WNT6
Ppp4r1	PPP4R1
Hes5	HES5
Mrpl30	MRPL30
Wnt10a	WNT10A
Gm19935	AC007906.2
Sbno2	SBNO2
Cnot6l	CNOT6L
Pgghg	PGGHG
Fam96a	FAM96A
Nudt9	NUDT9
Rbm33	RBM33
Bloc1s6	BLOC1S6
Slf1	SLF1
Igfbp5	IGFBP5
Igkv2-137	IGKV2D-40
Igkv2-109	IGKV2D-40
Gm20730	IGKV2D-40
Igkv2-112	IGKV2D-40
Olfr678	OR52E5
Acr	ACR
Col24a1	COL24A1
Bmp8a	BMP8A
Lyrm9	LYRM9
Syf2	SYF2
Esd	ESD
Drg1	DRG1
Pmis2	PMIS2
Zfp131	ZNF131
Fstl1	FSTL1
Zbtb7a	ZBTB7A
Aqp12	AQP12B
Hmgcs2	HMGCS2
Galnt14	GALNT14
Clcf1	CLCF1
Pold4	AP003419.1
Gpr156	GPR156
Scaf11	SCAF11
Ybx3	YBX3
Plod2	PLOD2
Olfr714	OR10A5
Olfr713	OR10A5
Olfr714	OR10A2
Olfr713	OR10A2
Mfsd6l	MFSD6L
Rho	RHO
Rprm	RPRM
Gpr146	GPR146
Pde7a	PDE7A
Myrip	MYRIP
Cspp1	CSPP1
4932438A13Rik	KIAA1109
3110079O15Rik	C2orf82
Ppwd1	PPWD1
Pom121	POM121C
Anp32a	ANP32D
Fam219b	FAM219B
Pkd2	PKD2
Mpi	MPI
Fsip2	FSIP2
Pfn2	PFN2
Styk1	STYK1
Aqp8	AQP8
Dchs1	DCHS1
Cntn2	CNTN2
Tmem80	TMEM80
Pet2	DCAF8L2
Pramef6	PRAMEF7
Gm13101	PRAMEF7
C87977	PRAMEF7
Gm12790	PRAMEF7
Gm6509	PRAMEF7
Gm13023	PRAMEF7
C87499	PRAMEF7
AC140325.1	PRAMEF7
Pramef25	PRAMEF7
Oog1	PRAMEF7
Gm13083	PRAMEF7
Gm3259	PRAMEF7
Gm13128	PRAMEF7
AC140365.1	PRAMEF7
Pramef8	PRAMEF7
Pramef17	PRAMEF7
Pramef12	PRAMEF7
AC126035.1	PRAMEF7
Pramel1	PRAMEF7
Pramel6	PRAMEF7
Gm12789	PRAMEF7
Gm12800	PRAMEF7
Oog4	PRAMEF7
Gm16427	PRAMEF7
Gm3286	PRAMEF7
Gm13103	PRAMEF7
Gm13078	PRAMEF7
Gm12794	PRAMEF7
Pramef20	PRAMEF7
C87414	PRAMEF7
AC123873.1	PRAMEF7
Gm13088	PRAMEF7
Gm13089	PRAMEF7
Gm13040	PRAMEF7
AC164084.1	PRAMEF7
Gm13119	PRAMEF7
Gm3147	PRAMEF7
Gm10436	PRAMEF7
B020004J07Rik	PRAMEF7
Oog3	PRAMEF7
Pramel5	PRAMEF7
Gm13084	PRAMEF7
AC163611.1	PRAMEF7
AC133095.2	PRAMEF7
C130073F10Rik	PRAMEF7
BC080695	PRAMEF7
Oog2	PRAMEF7
Pramel7	PRAMEF7
Gm6351	PRAMEF7
AC140325.4	PRAMEF7
AC123873.2	PRAMEF7
Pramel4	PRAMEF7
Gm16367	PRAMEF7
AC124606.2	PRAMEF7
AC124606.1	PRAMEF7
AC125178.1	PRAMEF7
AC164084.2	PRAMEF7
AC165294.3	PRAMEF7
Gm7792	PRAMEF7
Gm3106	PRAMEF7
Gm3139	PRAMEF7
Gm3183	PRAMEF7
Gm16513	PRAMEF7
AC133095.1	PRAMEF7
Gm6502	PRAMEF7
Gm7942	PRAMEF7
Gm16429	PRAMEF7
Gm7971	PRAMEF7
D5Ertd577e	PRAMEF7
Gm3286	PRAMEF7
E330014E10Rik	PRAMEF7
BC061212	PRAMEF7
Gm7978	PRAMEF7
AA792892	PRAMEF7
AC140325.3	PRAMEF7
AC164084.3	PRAMEF7
Gm7682	PRAMEF7
Gm7982	PRAMEF7
AC125178.3	PRAMEF7
AC140325.2	PRAMEF7
AC165294.2	PRAMEF7
A430089I19Rik	PRAMEF7
Gm10424	PRAMEF7
AC125178.2	PRAMEF7
AC165294.1	PRAMEF7
AC123873.3	PRAMEF7
AC163611.2	PRAMEF7
Gm6205	PRAMEF7
Gm6367	PRAMEF7
Gm2042	PRAMEF7
Gm13043	PRAMEF7
Gm13057	PRAMEF7
Gm13102	PRAMEF7
Pramef6	PRAMEF10
Gm13101	PRAMEF10
C87977	PRAMEF10
Gm12790	PRAMEF10
Gm6509	PRAMEF10
Gm13023	PRAMEF10
C87499	PRAMEF10
AC140325.1	PRAMEF10
Pramef25	PRAMEF10
Oog1	PRAMEF10
Gm13083	PRAMEF10
Gm3259	PRAMEF10
Gm13128	PRAMEF10
AC140365.1	PRAMEF10
Pramef8	PRAMEF10
Pramef17	PRAMEF10
Pramef12	PRAMEF10
AC126035.1	PRAMEF10
Pramel1	PRAMEF10
Pramel6	PRAMEF10
Gm12789	PRAMEF10
Gm12800	PRAMEF10
Oog4	PRAMEF10
Gm16427	PRAMEF10
Gm3286	PRAMEF10
Gm13103	PRAMEF10
Gm13078	PRAMEF10
Gm12794	PRAMEF10
Pramef20	PRAMEF10
C87414	PRAMEF10
AC123873.1	PRAMEF10
Gm13088	PRAMEF10
Gm13089	PRAMEF10
Gm13040	PRAMEF10
AC164084.1	PRAMEF10
Gm13119	PRAMEF10
Gm3147	PRAMEF10
Gm10436	PRAMEF10
B020004J07Rik	PRAMEF10
Oog3	PRAMEF10
Pramel5	PRAMEF10
Gm13084	PRAMEF10
AC163611.1	PRAMEF10
AC133095.2	PRAMEF10
C130073F10Rik	PRAMEF10
BC080695	PRAMEF10
Oog2	PRAMEF10
Pramel7	PRAMEF10
Gm6351	PRAMEF10
AC140325.4	PRAMEF10
AC123873.2	PRAMEF10
Pramel4	PRAMEF10
Gm16367	PRAMEF10
AC124606.2	PRAMEF10
AC124606.1	PRAMEF10
AC125178.1	PRAMEF10
AC164084.2	PRAMEF10
AC165294.3	PRAMEF10
Gm7792	PRAMEF10
Gm3106	PRAMEF10
Gm3139	PRAMEF10
Gm3183	PRAMEF10
Gm16513	PRAMEF10
AC133095.1	PRAMEF10
Gm6502	PRAMEF10
Gm7942	PRAMEF10
Gm16429	PRAMEF10
Gm7971	PRAMEF10
D5Ertd577e	PRAMEF10
Gm3286	PRAMEF10
E330014E10Rik	PRAMEF10
BC061212	PRAMEF10
Gm7978	PRAMEF10
AA792892	PRAMEF10
AC140325.3	PRAMEF10
AC164084.3	PRAMEF10
Gm7682	PRAMEF10
Gm7982	PRAMEF10
AC125178.3	PRAMEF10
AC140325.2	PRAMEF10
AC165294.2	PRAMEF10
A430089I19Rik	PRAMEF10
Gm10424	PRAMEF10
AC125178.2	PRAMEF10
AC165294.1	PRAMEF10
AC123873.3	PRAMEF10
AC163611.2	PRAMEF10
Gm6205	PRAMEF10
Gm6367	PRAMEF10
Gm2042	PRAMEF10
Gm13043	PRAMEF10
Gm13057	PRAMEF10
Gm13102	PRAMEF10
Elp2	ELP2
Slc30a2	SLC30A2
Arfgap1	ARFGAP1
4932429P05Rik	PPP4R3C
4930415L06Rik	PPP4R3C
Dpf2	DPF2
Slc45a1	SLC45A1
Msra	MSRA
Ptprq	PTPRQ
2410004B18Rik	C1orf52
Fgfbp1	FGFBP1
Aadacl3	AADACL3
Itfg1	ITFG1
Mef2b	BORCS8-MEF2B
Gpr88	GPR88
Mageb18	MAGEB18
Lpcat2	LPCAT2
Ncmap	NCMAP
Lrrc69	LRRC69
Aff1	AFF1
Rbbp8nl	RBBP8NL
Adarb2	ADARB2
Exoc2	EXOC2
Cdyl	CDY2B
Lipf	LIPF
Ilvbl	ILVBL
Efhc2	EFHC2
Carmil3	CARMIL3
Zfp592	ZNF592
Lifr	LIFR
Gimap5	GIMAP5
Gimap3	GIMAP5
Cenpn	CENPN
Wdr47	WDR47
Pla2g4e	PLA2G4E
Psmb2	PSMB2
Lbh	LBH
Pkd1	PKD1
Mfng	MFNG
Zfand2b	ZFAND2B
Epb41l5	EPB41L5
Mcoln2	MCOLN2
Ccr8	CCR8
Ccno	CCNO
Gm45692	RNF170
Rnf170	RNF170
Map1s	MAP1S
Cebpe	CEBPE
Wwc2	WWC2
Gprc5a	GPRC5A
Cat	CAT
Trav10d	TRAV13-1
Trav5-4	TRAV13-1
Trav5-1	TRAV13-1
Trav5d-4	TRAV13-1
Trav10n	TRAV13-1
Trav10	TRAV13-1
Trav5n-4	TRAV13-1
Cdyl2	CDYL2
Olfr263	OR2W1
Olfr1369-ps1	OR2W1
Gpt2	GPT2
1810030O07Rik	CXorf38
AI854703	AC073111.5
Ptprz1	PTPRZ1
Bpifb6	BPIFB6
Cdc20b	CDC20B
Gpr89	GPR89A
Gpx8	GPX8
Tnfsf18	TNFSF18
Ankrd28	ANKRD28
Chst4	CHST4
Mfsd4b3	MFSD4B
Mfsd4b5	MFSD4B
Mfsd4b4	MFSD4B
Mfsd4b1	MFSD4B
Mfsd4b2	MFSD4B
Taok2	TAOK2
Perm1	PERM1
Pebp4	PEBP4
Ssmem1	SSMEM1
Bpifb2	BPIFB2
Dmrt3	DMRT3
Ccng2	CCNG2
Tmem255a	TMEM255A
Mars2	MARS2
Cd247	CD247
Pdzrn4	PDZRN4
Trpc3	TRPC3
Ndst4	NDST4
Mical3	MICAL3
Pth2r	PTH2R
Epha4	EPHA4
Abcg5	ABCG5
Spag8	SPAG8
Rpl18a	RPL18A
Mtap	MTAP
Galk2	GALK2
Daxx	DAXX
Loxl4	LOXL4
Ky	KY
Cep19	CEP19
Cd68	CD68
1110034G24Rik	C20orf196
Timm44	TIMM44
Plekhb2	PLEKHB2
Ifna2	IFNA5
Ifna9	IFNA5
Ifna12	IFNA5
Ifna15	IFNA5
Ifna5	IFNA5
Ifna4	IFNA5
Ifna16	IFNA5
Ifna1	IFNA5
Ifna14	IFNA5
Ifna13	IFNA5
Ifna7	IFNA5
Ifna11	IFNA5
Ifna6	IFNA5
Ifnab	IFNA5
Dnmt3c	DNMT3B
Dnmt3b	DNMT3B
Ccne2	CCNE2
AU021092	C16orf89
St5	ST5
Zbtb48	ZBTB48
Gas2l1	GAS2L1
Wscd2	WSCD2
Fam3a	FAM3A
Hadha	HADHA
Tmem107	TMEM107
Slc16a12	SLC16A12
Zcchc12	ZCCHC18
Zcchc18	ZCCHC18
2310035C23Rik	KIAA1468
4931414P19Rik	C14orf93
Cdkn2c	CDKN2C
Cyp2j13	CYP2J2
Cyp2j6	CYP2J2
Cyp2j9	CYP2J2
Cyp2j12	CYP2J2
Cyp2j11	CYP2J2
Cyp2j7	CYP2J2
Cyp2j5	CYP2J2
Rasl11a	RASL11A
Adprhl2	ADPRHL2
Haus2	HAUS2
Atp5j2	ATP5J2
Wdr93	WDR93
Sf3b1	SF3B1
Krba1	KRBA1
Usf3	USF3
Nrg4	NRG4
Jph4	JPH4
Mbl2	MBL2
Eml6	EML6
Amy2a5	AMY1B
Amy1	AMY1B
Amy2a4	AMY1B
Amy2a3	AMY1B
Amy2a2	AMY1B
Amy2a1	AMY1B
Fgf17	FGF17
Blvra	BLVRA
Grin3b	GRIN3B
Ptf1a	PTF1A
Tsacc	TSACC
Syce1l	SYCE1L
Llcfc1	LLCFC1
Cacna1f	CACNA1F
2410089E03Rik	C5orf42
Dnttip2	DNTTIP2
Slco1b2	AC011604.2
Sidt1	SIDT1
Gpr3	GPR3
Sstr3	SSTR3
Tecr	TECR
Selenon	SELENON
Otol1	OTOL1
Homer3	HOMER3
Dpy19l4	DPY19L4
Amer3	AMER3
Klrc1	KLRC4
Klrc2	KLRC4
Klrc3	KLRC4
Tnpo2	TNPO2
Triml1	TRIML1
Cstf1	CSTF1
Olfr403	OR1A1
Olfr43	OR1A1
Pogk	POGK
Tpra1	TPRA1
Vmac	VMAC
Nol6	NOL6
6430548M08Rik	KIAA0513
Zfp143	ZNF143
Slc51a	SLC51A
Ipo5	IPO5
Cisd1	CISD1
Tm4sf19	TM4SF19
Wasf1	WASF1
Tmem89	TMEM89
Ocrl	OCRL
Dnttip1	DNTTIP1
Ugt1a8	UGT1A7
Ugt1a9	UGT1A7
Ugt1a10	UGT1A7
Ch25h	CH25H
Gpd2	GPD2
Adgrg1	ADGRG1
Ykt6	YKT6
Stk11ip	STK11IP
Fnbp1l	FNBP1L
Srsf10	SRSF10
Unc5cl	UNC5CL
Zfp13	ZNF205
Gpr63	GPR63
Scarb2	SCARB2
Rpl32	RPL32
Tango6	TANGO6
Ugt1a2	UGT1A4
Ugt1a5	UGT1A4
Ano9	ANO9
Klrd1	KLRD1
Heg1	HEG1
Cers4	CERS4
Ints9	INTS9
Glipr1l3	GLIPR1L1
Glipr1l1	GLIPR1L1
Map3k6	MAP3K6
Uchl5	UCHL5
Unc5b	UNC5B
Zfp213	ZNF213
Tspo2	TSPO2
Apobec2	APOBEC2
Meis2	MEIS2
Blcap	BLCAP
Ugt2b34	UGT2B7
Ugt2b1	UGT2B7
Ugt2b37	UGT2B7
Ugt2b38	UGT2B7
Ugt2b35	UGT2B7
Ugt2b5	UGT2B7
Ugt2b36	UGT2B7
Vac14	VAC14
Actg2	ACTG2
Fbxw9	FBXW9
Gm5741	GNG14
Esrp1	ESRP1
Cdipt	CDIPT
Kcne2	KCNE2
Nnat	NNAT
Adra2c	ADRA2C
Trove2	TROVE2
Cdca2	CDCA2
Baz1b	BAZ1B
Galnt15	GALNT15
Nov	NOV
Tmem106c	TMEM106C
Ccdc80	CCDC80
Lemd2	LEMD2
Mrpl42	MRPL42
Hcls1	HCLS1
Tap2	TAP2
B3gat3	B3GAT3
Comp	COMP
Ireb2	IREB2
Tnk1	TNK1
Acap3	ACAP3
Sar1a	SAR1A
Ripor1	RIPOR1
Inhbc	INHBC
Dcaf12l2	DCAF12L2
Dcaf12l1	DCAF12L2
Gm45234	ATN1
Atn1	ATN1
Steap2	STEAP2
Cd24a	CD24
Haao	HAAO
Olfr1303	OR4F21
Clec9a	CLEC9A
Pkia	PKIA
Il6	IL6
Hoxa11	HOXA11
Tm9sf4	TM9SF4
Ndufv3	NDUFV3
Gli3	GLI3
Saa1	SAA2
Saa2	SAA2
Tnfsf11	TNFSF11
Zfp248	ZNF248
Trhde	TRHDE
Pax6	PAX6
Ydjc	YDJC
Ugt2b34	UGT2B15
Ugt2b1	UGT2B15
Ugt2b37	UGT2B15
Ugt2b38	UGT2B15
Ugt2b35	UGT2B15
Ugt2b5	UGT2B15
Ugt2b36	UGT2B15
Shisa2	SHISA2
Syt17	SYT17
Slc22a7	SLC22A7
Cd72	CD72
Gtpbp3	GTPBP3
Col7a1	COL7A1
Brd1	BRD1
Pla2g2a	PLA2G2A
Senp7	SENP7
Scn10a	SCN10A
Gm28047	ATF7
Atf7	ATF7
Grcc10	C12orf57
Tmem256	TMEM256-PLSCR3
Ston1	STON1-GTF2A1L
Hoxa13	HOXA13
Lrrc3	LRRC3
Sctr	SCTR
Eomes	EOMES
Sdhb	SDHB
Gadd45b	GADD45B
Plcz1	PLCZ1
Gfra2	GFRA2
Tmem256	TMEM256
Rad51ap1	RAD51AP1
Dennd4c	DENND4C
Tas2r131	TAS2R42
Ccdc116	CCDC116
Ocm	OCM
Tph2	TPH2
Scoc	SCOC
Dcaf12l2	DCAF12L1
Dcaf12l1	DCAF12L1
Plscr3	PLSCR3
Fam216b	FAM216B
Sdf2l1	SDF2L1
Klf8	KLF8
Tesk1	TESK1
Saa4	SAA4
Rab12	RAB12
Mrap	MRAP
Eif3f	EIF3F
Smim18	SMIM18
Brwd1	BRWD1
Steap1	STEAP1
Itpripl2	ITPRIPL2
Tap2	AL669918.1
Vit	VIT
Zfp318	ZNF318
Prr32	PRR32
H2-Ob	HLA-DOB
Gtf2e2	GTF2E2
Evx1	EVX1
Ints11	INTS11
Trbv19	TRBV19
Pdia4	PDIA4
Ppm1h	PPM1H
Mettl21a	METTL21A
S1pr1	S1PR1
Psmf1	PSMF1
Urb1	URB1
Prss16	PRSS16
Rae1	RAE1
Gm45717	IFITM3
Neurod1	NEUROD1
Galnt13	GALNT13
C330007P06Rik	CXorf56
Lhcgr	AC073082.1
Cd81	CD81
Itga4	ITGA4
Ppil2	PPIL2
Arl14	ARL14
Plppr5	PLPPR5
Crip3	CRIP3
Lep	LEP
Fry	FRY
Padi2	PADI2
Stab2	STAB2
Per2	PER2
Imp4	IMP4
Npff	NPFF
Ensa	ENSA
Hs3st6	HS3ST6
Tcf7l1	TCF7L1
Spg20	SPART
Tmem74b	TMEM74B
Ugt2b34	UGT2B10
Ugt2b1	UGT2B10
Ugt2b37	UGT2B10
Ugt2b38	UGT2B10
Ugt2b35	UGT2B10
Ugt2b5	UGT2B10
Ugt2b36	UGT2B10
Oxgr1	OXGR1
Tmem154	TMEM154
Creb1	CREB1
Sfn	SFN
Dnajc4	DNAJC4
Tfdp1	TFDP1
Hes6	HES6
Spint3	SPINT3
Gpn2	GPN2
Rnf6	RNF6
Olfr221	OR5AU1
Ubqln2	UBQLN2
Cldn14	CLDN14
Gng7	GNG7
Lhcgr	LHCGR
Actrt1	ACTRT1
Olfm3	OLFM3
Cryaa	FP236240.1
Nars	NARS
Zfp90	ZFP90
Pik3r6	PIK3R6
Cerkl	CERKL
Kdm6a	KDM6A
Nudt22	NUDT22
Virma	VIRMA
Tex11	TEX11
Eppin	EPPIN
2310057J18Rik	C6orf58
Sema3c	SEMA3C
Nod2	NOD2
Chl1	CHL1
Trbv20	TRBV20-1
Trbv23	TRBV23-1
Trbv26	TRBV23-1
Mybpc1	MYBPC1
Mrps18b	MRPS18B
Gsdmd	GSDMD
Cotl1	COTL1
Wfdc6a	WFDC6
Wfdc6b	WFDC6
Lmo4	LMO4
Ppm1l	PPM1L
Fermt3	FERMT3
Golga2	GOLGA8F
Eppin	EPPIN-WFDC6
Tacstd2	TACSTD2
Gp9	GP9
Rpap1	RPAP1
Ston1	STON1
Cyld	CYLD
Mmp16	MMP16
Ppp1r10	PPP1R10
Ak9	AK9
Kcnj3	KCNJ3
Ccdc115	CCDC115
Nat8f5	NAT8
Nat8f7	NAT8
Nat8f4	NAT8
Nat8f1	NAT8
Nat8	NAT8
Nat8f2	NAT8
Nat8f3	NAT8
Nat8f6	NAT8
Srgap2	SRGAP2B
Pemt	PEMT
Tomm7	TOMM7
Mtf1	MTF1
Mlf2	MLF2
Kif6	KIF6
Cxcl12	CXCL12
Ypel1	YPEL1
Rab43	RAB43
Lamtor3	LAMTOR3
E2f2	E2F2
Kremen2	KREMEN2
Epsti1	EPSTI1
Smpx	SMPX
Igll1	IGLL1
Iglc3	IGLL1
Iglc2	IGLL1
Iglc4	IGLL1
Iglc1	IGLL1
Nhlh1	NHLH1
Nrg3	NRG3
Fam118a	FAM118A
Cd200r3	CD200R1L
Cd200r2	CD200R1L
Cd200r4	CD200R1L
Cd200r1	CD200R1L
Msrb1	MSRB1
Trpt1	TRPT1
Gpx1	GPX1
Dok2	DOK2
Bcl7a	BCL7A
Slc38a2	SLC38A2
Mturn	MTURN
Adgre5	ADGRE5
Tspear	TSPEAR
Isy1	ISY1
Mpig6b	MPIG6B
Dalrd3	DALRD3
Spag6	SPAG6
Spag6l	SPAG6
Rxrg	RXRG
Padi1	PADI1
Snx1	SNX1
Coa5	COA5
Smarca5	SMARCA5
Kif1b	KIF1B
Dph3	DPH3
Avpr1a	AVPR1A
Slc50a1	SLC50A1
Mbnl2	MBNL2
Clec1a	CLEC1A
Gm9639	KRTAP10-9
Krtap10-10	KRTAP10-9
Gm3285	KRTAP10-9
Gm19668	KRTAP10-9
Gm9508	KRTAP10-9
Gm19402	KRTAP10-9
Gm3238	KRTAP10-9
Gm2696	KRTAP10-9
Gm10318	KRTAP10-9
Gm18596	KRTAP10-9
Gm9507	KRTAP10-9
Gm3233	KRTAP10-9
Gm36176	KRTAP10-9
Gm9736	KRTAP10-9
Gm7138	KRTAP10-9
Krtap10-4	KRTAP10-9
Gm7137	KRTAP10-9
Gm3250	KRTAP10-9
Micu2	MICU2
1700021F05Rik	C6orf203
Kif16b	KIF16B
Gm9639	KRTAP10-5
Krtap10-10	KRTAP10-5
Gm3285	KRTAP10-5
Gm19668	KRTAP10-5
Gm9508	KRTAP10-5
Gm19402	KRTAP10-5
Gm3238	KRTAP10-5
Gm2696	KRTAP10-5
Gm10318	KRTAP10-5
Gm18596	KRTAP10-5
Gm9507	KRTAP10-5
Gm3233	KRTAP10-5
Gm36176	KRTAP10-5
Gm9736	KRTAP10-5
Gm7138	KRTAP10-5
Krtap10-4	KRTAP10-5
Gm7137	KRTAP10-5
Gm3250	KRTAP10-5
Sim2	SIM2
Gm9639	KRTAP10-11
Krtap10-10	KRTAP10-11
Gm3285	KRTAP10-11
Gm19668	KRTAP10-11
Gm9508	KRTAP10-11
Gm19402	KRTAP10-11
Gm3238	KRTAP10-11
Gm2696	KRTAP10-11
Gm10318	KRTAP10-11
Gm18596	KRTAP10-11
Gm9507	KRTAP10-11
Gm3233	KRTAP10-11
Gm36176	KRTAP10-11
