mouseSymbol,choSymbol
Lhb,Lhb
Rbm42,Rbm42
Gys1,Gys1
Tnrc6b,Tnrc6b
Tbxa2r,Tbxa2r
Hnrnpd,Hnrnpd
Med26,Med26
Nup62,Nup62
Ddr2,Ddr2
Tctex1d1,Tctex1d1
Gpbar1,Gpbar1
Nr2c1,Nr2c1
Lrrc61,Lrrc61
Met,Met
Aldh8a1,Aldh8a1
Klhl41,Klhl41
Tex101,Tex101
Atf5,Atf5
Rarres2,Rarres2
Lyrm2,Lyrm2
Yod1,Yod1
Eif2b2,Eif2b2
Slc35a4,Slc35a4
Sgip1,Sgip1
Pde6b,Pde6b
Dcun1d3,Dcun1d3
Haus5,Haus5
Stard3nl,Stard3nl
Olfr907,Olfr907
Sra1,Sra1
Tbc1d17,Tbc1d17
Sf3b3,Sf3b3
Nrde2,Nrde2
Gnb4,Gnb4
Scrn1,Scrn1
Mpg,Mpg
Ddit4,Ddit4
Cnppd1,Cnppd1
Aamp,Aamp
Prr15,Prr15
Chn2,Chn2
Mcf2l,Mcf2l
Emp3,Emp3
Rabgap1,Rabgap1
Prkab2,Prkab2
Snrk,Snrk
Ppp2r2c,Ppp2r2c
Sept12,Sept12
Slc44a2,Slc44a2
Heg1,Heg1
Edn1,Edn1
Ccnb1ip1,Ccnb1ip1
Ovol3,Ovol3
Fam169a,Fam169a
Csgalnact1,Csgalnact1
Pgpep1,Pgpep1
Il4i1,Il4i1
Palm,Palm
Gipc3,Gipc3
Arhgef18,Arhgef18
Abcc4,Abcc4
Olfr1416,Olfr1416
Csmd2,Csmd2
Anapc13,Anapc13
Pik3r3,Pik3r3
Ppp6r1,Ppp6r1
Vamp5,Vamp5
Tmem63b,Tmem63b
Hepacam2,Hepacam2
Cep63,Cep63
Acmsd,Acmsd
Erich1,Erich1
Olfr1415,Olfr1415
Tas2r143,Tas2r143
Akt1s1,Akt1s1
Tas2r135,Tas2r135
Tmem129,Tmem129
C87436,C87436
Otub1,Otub1
Asb14,Asb14
Wdr62,Wdr62
1700042G07Rik,1700042G07Rik
Cables1,Cables1
Tas2r126,Tas2r126
Zmym3,Zmym3
Fam78a,Fam78a
Myl7,Myl7
Cdc42bpb,Cdc42bpb
Tspan13,Tspan13
Ripor2,Ripor2
Nup214,Nup214
Gtf3c3,Gtf3c3
Pld5,Pld5
Ddx3x,Ddx3x
Kctd20,Kctd20
Lipt1,Lipt1
Prpf3,Prpf3
Lrp8,Lrp8
Mitd1,Mitd1
Rs1,Rs1
Mfsd2b,Mfsd2b
Senp3,Senp3
Spn,Spn
Slc44a1,Slc44a1
Ascc2,Ascc2
Nexn,Nexn
Csmd3,Csmd3
Tmem45b,Tmem45b
Akr1b8,Akr1b8
Thtpa,Thtpa
Ankrd6,Ankrd6
Zfhx2,Zfhx2
Elf2,Elf2
Hdhd5,Hdhd5
Zfp324,Zfp324
Pxdn,Pxdn
Wipf3,Wipf3
Ap1g2,Ap1g2
Mefv,Mefv
Nbeal1,Nbeal1
Tmed9,Tmed9
Cptp,Cptp
Adcy7,Adcy7
Tars,Tars
Sidt2,Sidt2
Rhoc,Rhoc
Mrpl14,Mrpl14
Car5b,Car5b
Ccdc114,Ccdc114
Nfatc2ip,Nfatc2ip
Apopt1,Apopt1
Sdccag3,Sdccag3
Trit1,Trit1
Tas2r129,Tas2r129
Rnf41,Rnf41
Kdm5c,Kdm5c
Fastkd1,Fastkd1
Smim22,Smim22
Pusl1,Pusl1
Klhdc7a,Klhdc7a
Fezf2,Fezf2
Igsf21,Igsf21
Ankrd13c,Ankrd13c
Trappc10,Trappc10
Sptlc1,Sptlc1
Gnat2,Gnat2
Usp19,Usp19
E230025N22Rik,E230025N22Rik
Tmem68,Tmem68
Scmh1,Scmh1
Ints11,Ints11
Ift172,Ift172
Imp4,Imp4
Zfp446,Zfp446
Fut7,Fut7
Siglecg,Siglecg
Lgals4,Lgals4
Sult1b1,Sult1b1
Miox,Miox
Gck,Gck
Cldn10,Cldn10
Agbl4,Agbl4
Fam240b,Fam240b
Aldob,Aldob
Tmem27,Tmem27
B4galt7,B4galt7
Btn1a1,Btn1a1
M1ap,M1ap
Rap1gap,Rap1gap
P2ry10b,P2ry10b
Ccdc174,Ccdc174
Vamp8,Vamp8
Bmp8b,Bmp8b
Slc25a32,Slc25a32
Cd2bp2,Cd2bp2
Cyb5r4,Cyb5r4
Cox8b,Cox8b
Gtf2a1,Gtf2a1
Ccdc115,Ccdc115
Adgrb3,Adgrb3
Ppp2r2a,Ppp2r2a
Pygo2,Pygo2
Dtymk,Dtymk
Tekt3,Tekt3
Ppie,Ppie
Trip10,Trip10
Bend5,Bend5
Cep290,Cep290
Ccnt2,Ccnt2
Apoo,Apoo
Anapc16,Anapc16
Tmem246,Tmem246
Slc25a30,Slc25a30
Trim59,Trim59
Sltm,Sltm
Tnfsf12,Tnfsf12
Plcd1,Plcd1
Mogat2,Mogat2
Dlgap2,Dlgap2
C7,C7
Arhgap31,Arhgap31
Zfp867,Zfp867
Ascc1,Ascc1
Dkkl1,Dkkl1
A4gnt,A4gnt
Tnfsf13,Tnfsf13
Sult1d1,Sult1d1
Klhl3,Klhl3
Pmp22,Pmp22
Arhgap45,Arhgap45
Lsm4,Lsm4
Hpgds,Hpgds
Eno2,Eno2
Aldh1a3,Aldh1a3
Sema3d,Sema3d
Wfs1,Wfs1
Adgrl2,Adgrl2
Bcan,Bcan
Rpl10l,Rpl10l
Repin1,Repin1
Nlrp6,Nlrp6
Lingo3,Lingo3
Zfp775,Zfp775
Olfr455,Olfr455
Arg2,Arg2
Cytip,Cytip
Aldh1b1,Aldh1b1
Ccdc181,Ccdc181
4930430F08Rik,4930430F08Rik
Rnf128,Rnf128
Pramef8,Pramef8
Trmt5,Trmt5
Hes1,Hes1
Hmg20b,Hmg20b
Vti1b,Vti1b
Msr1,Msr1
Ero1lb,Ero1lb
Cacnb2,Cacnb2
Zkscan17,Zkscan17
Myh11,Myh11
Dlg5,Dlg5
Foxh1,Foxh1
Sfta2,Sfta2
Adgrg7,Adgrg7
Dok1,Dok1
Dpcr1,Dpcr1
Ctrb1,Ctrb1
Epdr1,Epdr1
Tcaf3,Tcaf3
Slc18b1,Slc18b1
Tra2a,Tra2a
Pcgf3,Pcgf3
Zbtb8a,Zbtb8a
Marveld2,Marveld2
Nrg3,Nrg3
Olfr12,Olfr12
Vps50,Vps50
Car12,Car12
Gde1,Gde1
Jak3,Jak3
Bcar1,Bcar1
Arcn1,Arcn1
Cyp11b2,Cyp11b2
Rars2,Rars2
Cmtm8,Cmtm8
Cars,Cars
Cops5,Cops5
Cd19,Cd19
Ide,Ide
Card6,Card6
Ube2q2,Ube2q2
Ace2,Ace2
Dzip1,Dzip1
Cd27,Cd27
Pex19,Pex19
Ndufb10,Ndufb10
Arl1,Arl1
Pgap1,Pgap1
Abca2,Abca2
Loxl3,Loxl3
Ccdc151,Ccdc151
Bend7,Bend7
Fam210a,Fam210a
Unc45a,Unc45a
Gpd1l,Gpd1l
Pgghg,Pgghg
Tal1,Tal1
Pdss2,Pdss2
Vamp1,Vamp1
Tas2r103,Tas2r103
Myoz2,Myoz2
Hba-x,Hba-x
Ehd3,Ehd3
Aup1,Aup1
Xrcc3,Xrcc3
Ano10,Ano10
Lsm11,Lsm11
B4galt4,B4galt4
Sp4,Sp4
Tas2r118,Tas2r118
Klc1,Klc1
Ccp110,Ccp110
Tbc1d10b,Tbc1d10b
Maml1,Maml1
Vars2,Vars2
Fzd1,Fzd1
Rnf20,Rnf20
Ebf2,Ebf2
Antxr1,Antxr1
Jakmip1,Jakmip1
Slc31a1,Slc31a1
Slc13a1,Slc13a1
Spast,Spast
Anxa1,Anxa1
Htra2,Htra2
Stra6l,Stra6l
U2surp,U2surp
Cdc26,Cdc26
Lrrc23,Lrrc23
Atp1b1,Atp1b1
Cplx1,Cplx1
Pskh1,Pskh1
Ranbp6,Ranbp6
Tcaf2,Tcaf2
Pbld1,Pbld1
Rnmt,Rnmt
Spsb2,Spsb2
Ppig,Ppig
Nme7,Nme7
Rgs21,Rgs21
Ing5,Ing5
Them5,Them5
Dzip1l,Dzip1l
Otos,Otos
Sdhaf4,Sdhaf4
Pbld2,Pbld2
Dnd1,Dnd1
Rad17,Rad17
Tcaf1,Tcaf1
Stkld1,Stkld1
Thg1l,Thg1l
Slc27a5,Slc27a5
Mlh3,Mlh3
Qsox1,Qsox1
Sgk1,Sgk1
Cfdp1,Cfdp1
Blzf1,Blzf1
Caml,Caml
Lamp2,Lamp2
Spata31,Spata31
Egfr,Egfr
Tmem170,Tmem170
Insl3,Insl3
Dagla,Dagla
Npr3,Npr3
Tpt1,Tpt1
Ica1,Ica1
Rogdi,Rogdi
Asb7,Asb7
Fbln5,Fbln5
Appl1,Appl1
Angpt2,Angpt2
Ssmem1,Ssmem1
Aqp3,Aqp3
Ugp2,Ugp2
Il33,Il33
Map3k19,Map3k19
Fbxo44,Fbxo44
Tedc1,Tedc1
Ccdc126,Ccdc126
Syt2,Syt2
Fsd1l,Fsd1l
Ntmt1,Ntmt1
Cox10,Cox10
Arl14,Arl14
Gnai3,Gnai3
Cdk14,Cdk14
S1pr4,S1pr4
Nol6,Nol6
Fmr1,Fmr1
Gpr174,Gpr174
Ankrd55,Ankrd55
Celsr2,Celsr2
Ppargc1a,Ppargc1a
Lingo4,Lingo4
Canx,Canx
Actn3,Actn3
Ppp1r12b,Ppp1r12b
Rorc,Rorc
Gtf2f2,Gtf2f2
Sppl2b,Sppl2b
Slfnl1,Slfnl1
Stmn1,Stmn1
Kctd4,Kctd4
Fam46c,Fam46c
Hnrnpdl,Hnrnpdl
Mrpl18,Mrpl18
Uqcr10,Uqcr10
Alpi,Alpi
Sox30,Sox30
Tcp1,Tcp1
Dlec1,Dlec1
Lim2,Lim2
Dmc1,Dmc1
Abcc6,Abcc6
Stmnd1,Stmnd1
Pigv,Pigv
Kif23,Kif23
Spock2,Spock2
Dcaf8,Dcaf8
Ggcx,Ggcx
Mtmr10,Mtmr10
Dnajc3,Dnajc3
Rassf8,Rassf8
Hook1,Hook1
Syngap1,Syngap1
Enah,Enah
Tgm1,Tgm1
Atp11a,Atp11a
Hps1,Hps1
Cpa2,Cpa2
Gak,Gak
Barx2,Barx2
Rgs18,Rgs18
Ifitm5,Ifitm5
Dtx3,Dtx3
Gpalpp1,Gpalpp1
Plxna1,Plxna1
Ddx46,Ddx46
Prkcsh,Prkcsh
Sh3pxd2b,Sh3pxd2b
4930578C19Rik,4930578C19Rik
Cep170,Cep170
Rab3gap1,Rab3gap1
Irx3,Irx3
Nsd3,Nsd3
Vti1a,Vti1a
Pip4k2c,Pip4k2c
Sept1,Sept1
Smim7,Smim7
Pnpla5,Pnpla5
Hars2,Hars2
Bpnt1,Bpnt1
Nkg7,Nkg7
Trip11,Trip11
Rasal3,Rasal3
Rab13,Rab13
Spata31d1c,Spata31d1c
Ctrl,Ctrl
Pdzk1ip1,Pdzk1ip1
Cadps,Cadps
Tnfrsf26,Tnfrsf26
Ttc39b,Ttc39b
Tmem231,Tmem231
Atp2a1,Atp2a1
Pea15a,Pea15
Smarcc2,Smarcc2
Nlrp3,Nlrp3
AI854703,AI854703
Dcaf13,Dcaf13
Ston2,Ston2
D2hgdh,D2hgdh
Mov10,Mov10
Micu3,Micu3
Tep1,Tep1
Slc25a29,Slc25a29
Anks1b,Anks1b
Ifitm3,Ifitm3
Gna15,Gna15
Lmf2,Lmf2
Vnn3,Vnn3
Stk38,Stk38
Man1a2,Man1a2
Olfr222,Olfr222
Adsl,Adsl
Bmpr1b,Bmpr1b
Ifitm6,Ifitm6
Ccdc113,Ccdc113
Rfc1,Rfc1
Rabep2,Rabep2
Sbspon,Sbspon
Olfr223,Olfr223
Setd2,Setd2
Fam221a,Fam221a
Ddx43,Ddx43
Fgf20,Fgf20
Sh2d4b,Sh2d4b
Agpat3,Agpat3
Pnpla3,Pnpla3
Gimap8,Gimap8
Ilf3,Ilf3
Gm34302,Gm34302
Gpc1,Gpc1
Gpatch4,Gpatch4
Ctps,Ctps
Mbd3l1,Mbd3l1
Samm50,Samm50
Poli,Poli
Zmat5,Zmat5
Mindy2,Mindy2
Acvr1c,Acvr1c
Ankmy1,Ankmy1
Snn,Snn
Hps3,Hps3
Mboat1,Mboat1
Litaf,Litaf
Tbl1x,Tbl1x
Rbm24,Rbm24
Xpot,Xpot
B4galnt4,B4galnt4
Cabp7,Cabp7
Mrpl30,Mrpl30
Mss51,Mss51
Cpm,Cpm
Akp3,Akp3
Txndc11,Txndc11
Tmem45a,Tmem45a
Jtb,Jtb
Iqub,Iqub
Cap2,Cap2
4930590J08Rik,4930590J08Rik
Pbxip1,Pbxip1
Utp20,Utp20
Thrap3,Thrap3
Sptan1,Sptan1
Sephs1,Sephs1
Usp38,Usp38
Gm16486,Gm16486
Saa3,Saa3
Cep350,Cep350
Fndc4,Fndc4
Csn2,Csn2
Cd96,Cd96
Tmem38a,Tmem38a
Ankmy2,Ankmy2
Ints10,Ints10
Tpo,Tpo
Ankrd34b,Ankrd34b
Tead2,Tead2
Mrps10,Mrps10
Ykt6,Ykt6
Prmt2,Prmt2
Heatr4,Heatr4
Prrg3,Prrg3
Mrpl37,Mrpl37
Ecel1,Ecel1
Creb3l4,Creb3l4
Slc25a47,Slc25a47
Arid1a,Arid1a
Mast2,Mast2
Chst3,Chst3
Fam49a,Fam49a
Camk2g,Camk2g
Serpinh1,Serpinh1
Nufip1,Nufip1
Syt7,Syt7
Arhgap19,Arhgap19
Tspan14,Tspan14
Cyp4x1,Cyp4x1
Fn1,Fn1
Enoph1,Enoph1
Ly6e,Ly6e
Pde4c,Pde4c
Itm2a,Itm2a
Sspn,Sspn
Prss54,Prss54
Slc25a18,Slc25a18
Mat2a,Mat2a
Brinp3,Brinp3
Drp2,Drp2
Rnaseh2a,Rnaseh2a
Fate1,Fate1
Sema3a,Sema3a
Majin,Majin
Wwtr1,Wwtr1
Rexo4,Rexo4
Kctd8,Kctd8
Camk2a,Camk2a
Ubqln1,Ubqln1
Tspan17,Tspan17
Nuak1,Nuak1
Itgax,Itgax
Tmem150c,Tmem150c
Actg2,Actg2
Txlnb,Txlnb
Pnkd,Pnkd
Mrpl39,Mrpl39
Tmcc3,Tmcc3
Ppp1r16a,Ppp1r16a
Uggt2,Uggt2
Disp3,Disp3
Ubxn2a,Ubxn2a
Cldn18,Cldn18
Psmb10,Psmb10
Clip3,Clip3
Masp1,Masp1
Cd37,Cd37
4930444P10Rik,4930444P10Rik
Nr2e3,Nr2e3
Ppm1l,Ppm1l
Shcbp1,Shcbp1
Slc12a4,Slc12a4
Nrg4,Nrg4
Iqcf1,Iqcf1
Mzt2,Mzt2
Mrap2,Mrap2
Rpl3l,Rpl3l
Pnisr,Pnisr
Fam162b,Fam162b
Abi1,Abi1
Fgd5,Fgd5
Epb41,Epb41
Vnn1,Vnn1
Junb,Junb
Gripap1,Gripap1
Dmrtc2,Dmrtc2
Cyp20a1,Cyp20a1
Parva,Parva
Ccdc173,Ccdc173
Cdh16,Cdh16
Misp,Misp
Aldoart2,Aldoart2
Trim28,Trim28
B3galnt1,B3galnt1
Bend3,Bend3
Ltbr,Ltbr
Abhd17a,Abhd17a
Pdlim3,Pdlim3
Itgb8,Itgb8
Stpg4,Stpg4
Flna,Flna
Mmgt1,Mmgt1
Uhrf2,Uhrf2
Eprs,Eprs
Zbtb8b,Zbtb8b
Irf2,Irf2
Gstcd,Gstcd
Pde4dip,Pde4dip
Tmem175,Tmem175
Olfr453,Olfr453
Fbxo22,Fbxo22
Trip4,Trip4
Chchd6,Chchd6
Mstn,Mstn
Stambp,Stambp
Nyx,Nyx
Cdca2,Cdca2
Ecscr,Ecscr
Pappa2,Pappa2
Slc13a4,Slc13a4
Tro,Tro
Wdr25,Wdr25
Puf60,Puf60
Ptger4,Ptger4
Retreg2,Retreg2
Mbd2,Mbd2
Pcsk1,Pcsk1
BC028528,BC028528
Tmbim1,Tmbim1
Prkaa1,Prkaa1
Mx1,Mx1
Gne,Gne
Adam19,Adam19
1700066B19Rik,1700066B19Rik
Idua,Idua
Ttc33,Ttc33
Cdk7,Cdk7
Rdh11,Rdh11
Itgb5,Itgb5
Lcat,Lcat
Arhgap44,Arhgap44
Fam213a,Fam213a
Fam135a,Fam135a
Fxr1,Fxr1
Gpha2,Gpha2
Tsn,Tsn
Msrb1,Msrb1
Gprc6a,Gprc6a
Traf3ip2,Traf3ip2
Ppp2r5b,Ppp2r5b
Pkp1,Pkp1
Vtcn1,Vtcn1
Hpcal4,Hpcal4
Cldnd2,Cldnd2
Adamts13,Adamts13
Tmem121,Tmem121
Asb6,Asb6
Fam180a,Fam180a
Cep162,Cep162
Fyn,Fyn
Prss56,Prss56
Ccdc125,Ccdc125
Alkbh6,Alkbh6
Srsf11,Srsf11
Gabarapl2,Gabarapl2
Islr2,Islr2
Paqr5,Paqr5
Gpr165,Gpr165
Dapp1,Dapp1
Plpp7,Plpp7
Acyp1,Acyp1
Slc24a2,Slc24a2
Slc26a1,Slc26a1
Jph4,Jph4
Cdh10,Cdh10
Ndufa5,Ndufa5
Cox6a2,Cox6a2
Mb21d1,Mb21d1
Zp2,Zp2
Irx5,Irx5
Dgkq,Dgkq
Phyh,Phyh
Asb15,Asb15
Dennd1a,Dennd1a
Gimap1,Gimap1
Osbpl10,Osbpl10
Gckr,Gckr
Prkx,Prkx
Zscan20,Zscan20
Osbpl5,Osbpl5
Gimap4,Gimap4
Islr,Islr
Lins1,Lins1
Atp6v0b,Atp6v0b
Pclaf,Pclaf
Zc2hc1c,Zc2hc1c
Nek9,Nek9
Lrfn5,Lrfn5
Plch1,Plch1
Dram2,Dram2
Tbc1d8b,Tbc1d8b
Peli2,Peli2
4930435E12Rik,4930435E12Rik
Olfr24,Olfr24
Bsdc1,Bsdc1
Grin3a,Grin3a
Prpf4,Prpf4
Prkd1,Prkd1
Crb2,Crb2
Msx2,Msx2
Esrp1,Esrp1
Agtr1a,Agtr1a
Gimap6,Gimap6
Nwd1,Nwd1
Gna11,Gna11
Vsig10l,Vsig10l
Tsc22d1,Tsc22d1
Entpd8,Entpd8
Zfp263,Zfp263
Rab3a,Rab3a
Cnga2,Cnga2
Ndufb5,Ndufb5
Rnf121,Rnf121
Ckap4,Ckap4
Txndc15,Txndc15
Jam2,Jam2
Ces4a,Ces4a
1700021F05Rik,1700021F05Rik
Fktn,Fktn
Guca1b,Guca1b
Pkp3,Pkp3
Rreb1,Rreb1
Tmem218,Tmem218
Slc30a7,Slc30a7
Ift46,Ift46
Ripply1,Ripply1
Lmod2,Lmod2
Map7d1,Map7d1
Msh2,Msh2
Mms19,Mms19
Dennd2d,Dennd2d
Slc9a3,Slc9a3
Adgrg3,Adgrg3
Tgs1,Tgs1
Aes,Aes
Commd2,Commd2
4931406P16Rik,4931406P16Rik
Akt3,Akt3
Mpv17l2,Mpv17l2
Noxa1,Noxa1
Iqcf5,Iqcf5
Nt5c1a,Nt5c1a
Fam3b,Fam3b
Tcp11l2,Tcp11l2
Actl6a,Actl6a
Pex11g,Pex11g
Scnn1a,Scnn1a
Adat1,Adat1
Slc35g3,Slc35g3
Mtpn,Mtpn
Phospho2,Phospho2
Hesx1,Hesx1
1110002E22Rik,1110002E22Rik
Chrnd,Chrnd
Sars,Sars
Slc37a2,Slc37a2
Tex13c3,Tex13c3
Acvr1,Acvr1
Taar1,Taar1
Fuk,Fuk
Psap,Psap
Mthfd1l,Mthfd1l
Exoc3,Exoc3
Cebpd,Cebpd
Spidr,Spidr
Phactr1,Phactr1
Rufy1,Rufy1
Gm2115,Gm2115
Scamp4,Scamp4
Igsf11,Igsf11
Bcl2l13,Bcl2l13
Tmed10,Tmed10
Irx6,Irx6
Kif5a,Kif5a
A930017K11Rik,A930017K11Rik
Capn15,Capn15
Wasl,Wasl
Zbtb4,Zbtb4
Parvb,Parvb
Naxe,Naxe
Lyg2,Lyg2
Bid,Bid
Trim45,Trim45
Rabggta,Rabggta
Nsun3,Nsun3
Unc13c,Unc13c
Gm4969,Gm4969
Mrpl47,Mrpl47
Ttc24,Ttc24
Amigo1,Amigo1
Rragd,Rragd
Eif4g1,Eif4g1
Clic3,Clic3
Wdpcp,Wdpcp
Rims2,Rims2
Zfyve21,Zfyve21
Casq1,Casq1
Taar2,Taar2
Polr3b,Polr3b
Chrm1,Chrm1
Cldn2,Cldn2
Gins3,Gins3
Rapgef3,Rapgef3
Il6st,Il6st
Btg4,Btg4
Olfr38,Olfr38
3110002H16Rik,3110002H16Rik
Drd1,Drd1
Kcnmb4,Kcnmb4
Lbhd2,Lbhd2
Zranb3,Zranb3
Tmprss9,Tmprss9
Dip2a,Dip2a
Heca,Heca
Tcf7l2,Tcf7l2
Adam10,Adam10
Layn,Layn
Paxx,Paxx
Mrps25,Mrps25
Morc4,Morc4
Rdh12,Rdh12
Cln8,Cln8
Nr2c2,Nr2c2
Olfr828,Olfr828
Slc39a1,Slc39a1
Fopnl,Fopnl
Olfr829,Olfr829
Nf2,Nf2
Emc10,Emc10
Fah,Fah
Acot4,Acot4
Dph2,Dph2
Ptpn18,Ptpn18
Cask,Cask
Fzr1,Fzr1
Mrgprg,Mrgprg
Polr2e,Polr2e
Pgr15l,Pgr15l
Olfr452,Olfr452
Mrgpre,Mrgpre
Mdh1,Mdh1
Thumpd3,Thumpd3
Ppp1r13b,Ppp1r13b
Serp2,Serp2
Extl2,Extl2
Npc1,Npc1
Crtc2,Crtc2
Fdps,Fdps
Rab8b,Rab8b
Brd7,Brd7
Htra3,Htra3
Ucma,Ucma
Nadsyn1,Nadsyn1
Abracl,Abracl
Camk2b,Camk2b
Olfr449,Olfr449
Arhgap36,Arhgap36
Mrps11,Mrps11
Rdh10,Rdh10
Nup153,Nup153
Fan1,Fan1
Crmp1,Crmp1
Ppp3cb,Ppp3cb
Phc2,Phc2
Rps27l,Rps27l
Mycn,Mycn
Atad2b,Atad2b
Plat,Plat
Prtn3,Prtn3
Mrpl46,Mrpl46
Rusc1,Rusc1
Il17rd,Il17rd
Plppr3,Plppr3
Tbx18,Tbx18
Uqcrfs1,Uqcrfs1
Magoh,Magoh
Ndrg4,Ndrg4
Peli3,Peli3
4930404N11Rik,4930404N11Rik
Sec31a,Sec31a
Themis,Themis
Pdss1,Pdss1
G2e3,G2e3
Mfsd12,Mfsd12
Dctpp1,Dctpp1
Ppp1r15b,Ppp1r15b
Prrx2,Prrx2
Glyr1,Glyr1
Mx2,Mx2
Arl13b,Arl13b
Knop1,Knop1
Catsper3,Catsper3
Pcdhb14,Pcdhb14
Sfxn1,Sfxn1
Npy,Npy
Eda2r,Eda2r
Tmem216,Tmem216
Capg,Capg
Sephs2,Sephs2
Glce,Glce
Dhrs2,Dhrs2
Mto1,Mto1
Evc,Evc
Iqcf4,Iqcf4
Birc6,Birc6
Chrm2,Chrm2
Mttp,Mttp
Pcdhb19,Pcdhb19
Chrng,Chrng
Pcdhb1,Pcdhb1
Pmpcb,Pmpcb
Sntg2,Sntg2
Mphosph10,Mphosph10
Cep57,Cep57
Cpa4,Cpa4
Pcdhb22,Pcdhb22
Exoc3l4,Exoc3l4
Kcnq4,Kcnq4
Dpep3,Dpep3
Gm32742,Gm32742
9030624J02Rik,9030624J02Rik
Fbxo11,Fbxo11
Tbx22,Tbx22
Gnaz,Gnaz
Dus2,Dus2
Rsph14,Rsph14
Bmx,Bmx
Cpsf2,Cpsf2
Dnajc2,Dnajc2
Pbsn,Pbsn
Ctsc,Ctsc
Tmem196,Tmem196
Taf7l,Taf7l
Hrh2,Hrh2
Gm15262,Gm15262
Drc7,Drc7
Gpt,Gpt
Ncam1,Ncam1
Ipo13,Ipo13
Zfp653,Zfp653
Mllt3,Mllt3
Cyb561d1,Cyb561d1
Rasef,Rasef
Sst,Sst
Upp2,Upp2
AA986860,AA986860
Olfr448,Olfr448
Rtp2,Rtp2
Gucy2f,Gucy2f
Trmt10a,Trmt10a
Insl5,Insl5
Heyl,Heyl
Spata6,Spata6
Dkk1,Dkk1
Ecsit,Ecsit
Atp5j,Atp5j
Mmp2,Mmp2
Zdhhc16,Zdhhc16
Gpr34,Gpr34
Mier1,Mier1
Lipc,Lipc
Sdc2,Sdc2
Ighm,Ighm
Pcdhb13,Pcdhb13
Fcamr,Fcamr
Gpr82,Gpr82
Pou2af1,Pou2af1
Ajap1,Ajap1
Cdkn1a,Cdkn1a
Bcl6,Bcl6
Taf7,Taf7
Gabpa,Gabpa
Olfr447,Olfr447
Plekha8,Plekha8
Spesp1,Spesp1
Dpt,Dpt
Acot6,Acot6
Ube2t,Ube2t
Hps5,Hps5
Cacfd1,Cacfd1
Elavl3,Elavl3
Ripk4,Ripk4
Xcl1,Xcl1
Btn2a2,Btn2a2
1700019A02Rik,1700019A02Rik
Gmnn,Gmnn
Ppp1r15a,Ppp1r15a
Tor1aip1,Tor1aip1
Olfr1321,Olfr1321
Tulp2,Tulp2
Prkg1,Prkg1
Gpsm3,Gpsm3
Ptn,Ptn
Calcr,Calcr
Ccdc110,Ccdc110
Il20rb,Il20rb
Ttf2,Ttf2
Pbx2,Pbx2
Oaz3,Oaz3
Arhgef10,Arhgef10
Adamts16,Adamts16
Rnf13,Rnf13
Nmd3,Nmd3
Fam151b,Fam151b
Fkbp14,Fkbp14
Slc10a2,Slc10a2
Zfyve16,Zfyve16
Klhl23,Klhl23
Lnp1,Lnp1
Edil3,Edil3
2200002J24Rik,2200002J24Rik
Kars,Kars
Ap3m2,Ap3m2
Mcee,Mcee
Maged1,Maged1
Virma,Virma
Chrnb1,Chrnb1
Rrad,Rrad
Rai2,Rai2
Syne4,Syne4
Kcnj11,Kcnj11
Slc24a4,Slc24a4
Tdrkh,Tdrkh
Miga1,Miga1
Colca2,Colca2
Oxgr1,Oxgr1
Trappc3,Trappc3
Pcdhgb1,Pcdhgb1
Ramp1,Ramp1
Sin3b,Sin3b
Pcdhb2,Pcdhb2
H2afy,H2afy
Slc5a8,Slc5a8
Tor1aip2,Tor1aip2
Wdr78,Wdr78
Ssb,Ssb
Pmvk,Pmvk
Gtf2h4,Gtf2h4
Zfr,Zfr
Nr3c1,Nr3c1
Apba2,Apba2
Aunip,Aunip
Cers3,Cers3
Iqcf6,Iqcf6
Zfyve26,Zfyve26
Ano5,Ano5
Lpcat2,Lpcat2
Nxph1,Nxph1
Det1,Det1
Zfp954,Zfp954
Grm2,Grm2
BC048403,BC048403
Tmem45a2,Tmem45a2
Pir,Pir
Fos,Fos
Gnpda2,Gnpda2
Col8a2,Col8a2
Bax,Bax
Cnot7,Cnot7
Nono,Nono
Reps1,Reps1
Mcm10,Mcm10
Atxn7l2,Atxn7l2
Kcnn3,Kcnn3
Mettl5,Mettl5
Rin1,Rin1
Prss40,Prss40
Usp5,Usp5
Txnrd3,Txnrd3
Pigr,Pigr
Asxl2,Asxl2
Cpa5,Cpa5
Atp4a,Atp4a
Rab11fip3,Rab11fip3
Timm8a1,Timm8a1
1700017N19Rik,1700017N19Rik
Tbx19,Tbx19
Myd88,Myd88
Nfyc,Nfyc
1700029J07Rik,1700029J07Rik
Ubn1,Ubn1
Nucb1,Nucb1
Qrsl1,Qrsl1
Mbnl2,Mbnl2
Parvg,Parvg
Paxip1,Paxip1
Pnma1,Pnma1
Dnal1,Dnal1
Zdhhc2,Zdhhc2
Ttc7b,Ttc7b
Nt5e,Nt5e
Kif3c,Kif3c
Dhcr7,Dhcr7
Mbp,Mbp
Sel1l,Sel1l
Ccdc15,Ccdc15
Mtfr1l,Mtfr1l
Pmpca,Pmpca
Sigirr,Sigirr
Xylb,Xylb
Cplx2,Cplx2
Hyal6,Hyal6
Cd101,Cd101
Rab44,Rab44
Zfand2b,Zfand2b
Itpr2,Itpr2
Adamts17,Adamts17
